,val_loss,val_mae,val_mape,val_mse,loss,mae,mape,mse
225,4088765.111111111,1080.5833740234375,36.76537322998047,4088765.25,178825.26347701566,162.81777954101562,168.620849609375,178825.25
226,3536291.9444444445,995.1453857421875,40.39993667602539,3536292.0,185304.0382739994,162.14114379882812,171.0487060546875,185304.046875
227,3856200.7083333335,1051.22509765625,36.86332321166992,3856201.0,177094.29582668698,159.37820434570312,176.69325256347656,177094.328125
228,3426048.527777778,1116.3836669921875,52.82332229614258,3426048.5,184176.055533401,163.79246520996094,160.40896606445312,184176.09375
229,3029871.097222222,986.7473754882812,43.70371627807617,3029871.0,170426.26646032726,158.9203338623047,176.1319580078125,170426.265625
230,3928435.25,1044.29541015625,36.15097427368164,3928435.0,170331.82952979987,154.56590270996094,165.45790100097656,170331.84375
231,3835061.75,1024.70068359375,37.45994567871094,3835061.75,201318.4615658836,172.57952880859375,188.25115966796875,201318.515625
232,3317002.25,1005.058349609375,44.93324279785156,3317002.25,184981.859335726,160.763916015625,171.1751251220703,184981.859375
233,2984394.6666666665,943.038818359375,42.1244010925293,2984394.75,178195.6691681168,159.42823791503906,165.14036560058594,178195.671875
234,3309494.5416666665,1000.7092895507812,42.54536437988281,3309494.5,184496.28785407,156.06246948242188,174.79029846191406,184496.25
235,3173892.986111111,972.9136352539062,40.40660858154297,3173893.0,171288.23596408547,155.5533447265625,160.61233520507812,171288.234375
236,5049936.583333333,1226.7484130859375,39.226566314697266,5049937.0,161245.37184901876,158.9687042236328,169.8152313232422,161245.375
237,3695255.236111111,1016.566650390625,36.66763687133789,3695255.25,178672.6968955433,157.27450561523438,154.7452850341797,178672.703125
238,3693197.4583333335,1047.5616455078125,38.41624450683594,3693197.75,179499.31852704467,153.556640625,181.75238037109375,179499.296875
239,3848733.5694444445,1053.5047607421875,35.74470520019531,3848733.75,175353.70268241252,159.71255493164062,168.60330200195312,175353.671875
240,3303968.5833333335,999.900390625,43.615745544433594,3303968.75,194209.30353647043,173.184814453125,180.72537231445312,194209.34375
241,3687099.3194444445,1031.5322265625,39.06095504760742,3687099.5,165144.7453445234,148.69573974609375,151.34036254882812,165144.703125
242,3724005.3194444445,1008.6485595703125,39.221797943115234,3724005.25,161061.2141307763,154.15980529785156,177.13571166992188,161061.203125
243,3620678.0555555555,1013.599609375,39.866451263427734,3620678.25,167672.9915447663,158.0587158203125,160.03842163085938,167672.953125
244,3343430.8333333335,969.847900390625,38.42112350463867,3343431.0,171100.72270307667,155.41265869140625,171.43331909179688,171100.765625
245,3202806.263888889,1015.5811767578125,45.17940902709961,3202806.25,168391.18585351412,158.12303161621094,167.12242126464844,168391.1875
246,3739667.6944444445,1030.307373046875,40.302799224853516,3739667.5,164483.3872361091,155.52102661132812,180.48272705078125,164483.375
247,4077830.5555555555,1079.783203125,42.73427963256836,4077830.75,163357.84771365044,148.21791076660156,151.0923309326172,163357.84375
248,3737762.4444444445,1054.4036865234375,39.61585998535156,3737762.75,165701.729743692,149.642333984375,173.5928955078125,165701.734375
249,3606912.527777778,996.490966796875,37.88376235961914,3606913.0,165613.94938490912,161.1844940185547,165.48231506347656,165613.953125
250,3127002.9166666665,944.529541015625,36.59193801879883,3127003.0,174437.84220849647,152.4005889892578,165.66184997558594,174437.875
251,3389830.125,973.7635498046875,38.135154724121094,3389830.25,159986.50200977016,147.93020629882812,151.20632934570312,159986.515625
252,4083632.4583333335,1118.783935546875,45.83891296386719,4083632.5,155971.96967142788,149.68612670898438,163.7637176513672,155971.953125
253,3589977.472222222,1042.2550048828125,42.898868560791016,3589977.25,156576.22536615428,145.2874755859375,173.3041534423828,156576.21875
254,3161144.972222222,1010.336669921875,43.68608856201172,3161145.0,157102.56647724527,153.47427368164062,146.98593139648438,157102.578125
255,3567100.1666666665,969.8663330078125,36.348384857177734,3567100.25,146689.02685735692,144.93357849121094,164.3178253173828,146689.046875
256,3296666.6666666665,1025.38623046875,45.42396545410156,3296666.75,164602.19276875485,149.3975372314453,165.06600952148438,164602.203125
257,2954000.9305555555,929.1389770507812,39.050315856933594,2954001.0,186625.06316992338,168.04421997070312,173.4122772216797,186625.046875
258,3954955.5833333335,1042.49853515625,35.32955551147461,3954956.0,169677.9509332101,152.73121643066406,177.64614868164062,169677.9375
259,3316009.9305555555,969.9139404296875,38.46245574951172,3316010.0,148121.39170654485,145.4413604736328,161.07786560058594,148121.375
260,4049215.861111111,1076.6162109375,37.030677795410156,4049216.0,160512.14127906275,154.67393493652344,182.55917358398438,160512.15625
261,4294839.638888889,1083.3466796875,37.06498718261719,4294839.5,162176.2975426576,153.20941162109375,177.74375915527344,162176.328125
262,3543542.8333333335,985.216796875,36.55439758300781,3543543.0,157107.59008845707,148.27471923828125,167.99270629882812,157107.5625
263,3184800.902777778,983.439208984375,43.13584899902344,3184801.0,170098.26801655852,154.5644989013672,182.76788330078125,170098.296875
264,3281728.5694444445,951.1304321289062,35.03028869628906,3281728.5,158750.53487529003,151.80105590820312,148.8609161376953,158750.53125
265,2906669.638888889,964.7567138671875,43.11826705932617,2906669.5,141348.86442623744,144.80996704101562,170.68348693847656,141348.875
266,3109726.75,991.9012451171875,42.65739059448242,3109726.75,145174.47796578935,151.64715576171875,164.61293029785156,145174.46875
267,3102415.027777778,986.360107421875,43.99160385131836,3102415.0,153386.5785962877,144.92698669433594,162.82559204101562,153386.5625
268,3621406.4166666665,1026.4119873046875,41.70962142944336,3621406.25,157813.6889168842,146.41432189941406,151.5189666748047,157813.703125
269,3521786.277777778,1005.883544921875,38.550296783447266,3521786.25,151447.49870697988,147.89205932617188,168.5353240966797,151447.5
270,2731317.5,952.7077026367188,43.8543815612793,2731317.5,143065.32680630076,145.92396545410156,153.20327758789062,143065.3125
271,3064812.763888889,1136.91162109375,60.02760314941406,3064813.0,156674.49762694558,150.9453582763672,160.45916748046875,156674.46875
272,3363343.611111111,964.8218383789062,35.89746856689453,3363343.5,133834.21550989704,147.84912109375,141.80047607421875,133834.21875
273,3694830.4444444445,1026.9173583984375,36.85887908935547,3694830.5,156960.3591695669,147.5162353515625,150.51040649414062,156960.34375
274,3594719.5416666665,1009.6361694335938,36.28346252441406,3594719.25,143684.52627126838,142.0192108154297,153.98370361328125,143684.53125
275,2971461.638888889,918.0576171875,38.076316833496094,2971461.5,137858.78249317236,142.9365234375,178.76048278808594,137858.796875
276,3300154.0555555555,960.9666748046875,36.31359100341797,3300154.0,137616.67110311534,146.38320922851562,164.3008575439453,137616.65625
277,2781986.3194444445,895.2636108398438,38.942626953125,2781986.25,158731.59353928003,151.0565185546875,147.79306030273438,158731.59375
278,2875692.4444444445,948.9917602539062,44.899383544921875,2875692.5,147401.12214244067,143.82125854492188,178.7734375,147401.125
279,3448140.625,1005.119384765625,38.03689956665039,3448140.5,138863.37466768175,138.53713989257812,146.15802001953125,138863.375
280,3050423.111111111,904.038330078125,33.171905517578125,3050423.0,142619.93071315496,139.98509216308594,152.11172485351562,142619.921875
281,3142905.25,926.20703125,35.143856048583984,3142905.0,140044.8037328403,137.75286865234375,150.59120178222656,140044.84375
282,2801772.0694444445,915.2423095703125,36.80596160888672,2801772.0,140921.0364734387,138.38186645507812,162.59918212890625,140921.015625
283,2969580.1805555555,905.4705200195312,36.55602264404297,2969580.0,156855.77386573737,142.93995666503906,169.67881774902344,156855.71875
284,3398735.9166666665,972.873046875,36.11076354980469,3398736.0,137923.27682695736,133.8684539794922,163.75808715820312,137923.296875
285,2813854.3055555555,901.079833984375,38.320220947265625,2813854.25,167081.3039745263,143.13699340820312,161.91481018066406,167081.328125
286,2848374.5555555555,919.6820678710938,39.62778091430664,2848374.5,133643.1109051745,137.14186096191406,168.11997985839844,133643.078125
287,3787179.1944444445,1059.110595703125,37.93489456176758,3787179.5,135081.1312294567,142.26258850097656,169.42100524902344,135081.125
288,2791340.75,919.5786743164062,39.51279067993164,2791340.5,139393.57995426093,140.57334899902344,162.75234985351562,139393.578125
289,3215588.8055555555,923.4752807617188,33.89274597167969,3215588.75,143908.58303047056,147.1093292236328,173.39772033691406,143908.53125
290,3431863.236111111,959.5831298828125,36.253604888916016,3431863.0,136789.01962339279,132.43910217285156,163.04388427734375,136789.015625
291,2743849.4305555555,888.8230590820312,37.194488525390625,2743849.0,148506.40232033667,143.50369262695312,171.8760223388672,148506.421875
292,2977156.1805555555,1031.1746826171875,48.166751861572266,2977156.25,138423.53080741252,131.43516540527344,140.4261474609375,138423.5625
293,3074941.4444444445,903.9671020507812,33.82526397705078,3074941.75,127065.60824813902,132.03395080566406,155.1455841064453,127065.59375
294,2908767.5833333335,969.123291015625,42.75875473022461,2908767.75,131395.83804621035,135.57977294921875,165.10855102539062,131395.84375
295,2969564.0,941.8310546875,37.540863037109375,2969564.0,169102.20899117243,151.6964569091797,154.65682983398438,169102.1875
296,2860183.0555555555,920.4292602539062,37.75553512573242,2860183.25,121087.3384982387,130.09425354003906,166.20350646972656,121087.3671875
297,2959603.638888889,927.7469482421875,38.402000427246094,2959603.5,132979.29637350154,137.24456787109375,153.49493408203125,132979.296875
298,3361443.222222222,982.2448120117188,35.92775344848633,3361443.25,119333.99993429161,134.41586303710938,168.22360229492188,119334.0
299,2713904.027777778,957.797607421875,45.414920806884766,2713904.0,140854.97726792103,139.22669982910156,153.5682830810547,140855.0
