,val_loss,val_mae,val_mape,val_mse,loss,mae,mape,mse
75,11715128.25,1630.6614990234375,60.34968948364258,11715127.0,495576.11453499616,290.3750915527344,607.0880737304688,495576.21875
76,11463906.361111112,1631.3955078125,65.15454864501953,11463907.0,449449.8488495746,286.9180603027344,600.8240356445312,449449.8125
77,11173832.111111112,1604.33251953125,66.23479461669922,11173831.0,460995.30667536735,279.897705078125,561.3486328125,460995.3125
78,12105870.222222222,1681.96044921875,64.03831481933594,12105870.0,481020.6949197602,288.87969970703125,552.4187622070312,481020.625
79,11748087.472222222,1669.51904296875,66.40485382080078,11748088.0,432987.89509619103,285.4847412109375,556.369873046875,432987.96875
80,12008819.555555556,1679.5252685546875,64.45223999023438,12008820.0,460130.478375145,285.76318359375,522.609375,460130.59375
81,11616692.611111112,1608.8359375,58.15268325805664,11616692.0,459430.7166715004,277.28387451171875,499.71466064453125,459430.5625
82,11931540.0,1647.775634765625,58.94887161254883,11931540.0,470072.5774603635,273.9429016113281,457.2329406738281,470072.625
83,12370028.111111112,1688.3759765625,62.07943344116211,12370028.0,438181.21548723895,280.27850341796875,488.3381652832031,438181.3125
84,11314956.833333334,1626.47265625,62.04208755493164,11314957.0,468931.80604698375,276.41766357421875,464.6494445800781,468931.75
85,10135641.277777778,1596.1353759765625,61.36749267578125,10135642.0,468038.86168310134,277.4172058105469,463.51446533203125,468038.84375
86,10693571.333333334,1542.514404296875,59.42859649658203,10693572.0,460811.1252870021,283.3349914550781,488.9041442871094,460811.09375
87,11918409.027777778,1653.838134765625,56.110069274902344,11918409.0,439302.9499921452,276.15875244140625,461.6449279785156,439302.875
88,12896043.333333334,1719.09521484375,54.80133056640625,12896044.0,438216.2953402939,267.8130798339844,413.0358581542969,438216.21875
89,10942031.75,1603.4423828125,61.58458709716797,10942031.0,443816.4281497728,273.2132568359375,447.9736022949219,443816.375
90,11185950.138888888,1593.891357421875,51.66915512084961,11185950.0,412491.3816705336,266.9920349121094,432.908447265625,412491.375
91,11231922.5,1621.6689453125,53.00435256958008,11231923.0,431017.45212804526,266.8282470703125,403.01495361328125,431017.375
92,10215349.277777778,1555.03076171875,59.34770965576172,10215349.0,400058.0961457125,262.2597351074219,409.5908203125,400058.0625
93,10430880.555555556,1583.5423583984375,62.58747863769531,10430881.0,396847.4893325841,265.49169921875,402.40240478515625,396847.59375
94,9463670.777777778,1476.69287109375,54.11635208129883,9463670.0,406313.60661524796,264.9057312011719,391.97808837890625,406313.625
95,12260506.944444444,1712.939697265625,52.65038299560547,12260507.0,386528.1074294277,254.21043395996094,348.77337646484375,386528.0625
96,10654062.805555556,1569.234619140625,54.95259094238281,10654063.0,399244.0397029679,252.56298828125,360.40966796875,399244.03125
97,9560738.916666666,1562.523193359375,63.98257064819336,9560739.0,393991.27692986274,259.4761657714844,400.8641052246094,393991.375
98,11371213.388888888,1662.8106689453125,57.8363037109375,11371214.0,376673.18037026294,265.9346923828125,384.2159729003906,376673.1875
99,9802423.222222222,1607.9638671875,64.54972076416016,9802423.0,385859.1288186388,257.1793518066406,370.3526306152344,385859.09375
100,10509480.472222222,1574.6319580078125,55.72161102294922,10509480.0,405037.0965898105,262.91796875,387.8507080078125,405037.03125
101,12669048.777777778,1717.7596435546875,51.66734313964844,12669048.0,399766.214762181,259.59832763671875,360.9888916015625,399766.3125
102,11717096.277777778,1657.2469482421875,49.638240814208984,11717097.0,399277.2648636891,262.0924987792969,389.5287170410156,399277.28125
103,10042028.361111112,1535.75537109375,52.434967041015625,10042028.0,398356.89332886215,254.41390991210938,352.54583740234375,398356.875
104,10059421.777777778,1537.2841796875,58.26959991455078,10059421.0,374960.1915361562,255.7780303955078,350.3797912597656,374960.1875
105,9653765.944444444,1522.4693603515625,63.31334686279297,9653765.0,380199.20247848995,258.5404357910156,345.0758056640625,380199.1875
106,10150389.694444444,1514.5970458984375,56.10392761230469,10150390.0,383201.062901803,257.84906005859375,351.15069580078125,383201.03125
107,10698664.416666666,1548.57568359375,52.80545425415039,10698665.0,373963.8072916667,251.08961486816406,351.5634765625,373963.84375
108,10965079.222222222,1603.0692138671875,51.71253967285156,10965079.0,371478.7059648105,250.73651123046875,338.01806640625,371478.6875
109,8799374.361111112,1416.5567626953125,53.442291259765625,8799374.0,374451.06141241296,243.40615844726562,333.6170959472656,374451.0625
110,10956235.916666666,1593.0025634765625,51.78562927246094,10956236.0,349462.0851202992,240.9740447998047,337.3502502441406,349462.09375
111,10232812.944444444,1532.41162109375,52.216251373291016,10232812.0,369209.2841260634,252.49537658691406,345.3019104003906,369209.28125
112,9051887.305555556,1424.523193359375,48.33469009399414,9051888.0,354746.8702433174,229.53900146484375,308.4792785644531,354746.9375
113,9860768.777777778,1492.2222900390625,50.97677993774414,9860769.0,346473.2905700164,240.4209747314453,341.00335693359375,346473.34375
114,9176699.916666666,1415.659912109375,51.08350372314453,9176700.0,345416.171813068,238.95156860351562,344.8302001953125,345416.125
115,9364152.916666666,1457.17529296875,51.71766662597656,9364153.0,359489.6632770205,228.57127380371094,293.9364318847656,359489.65625
116,10301404.555555556,1507.0556640625,49.70836639404297,10301404.0,371228.8609822119,246.52529907226562,321.6160583496094,371228.84375
117,9392918.583333334,1466.95556640625,49.22804641723633,9392918.0,359471.7407675947,237.51524353027344,315.8406677246094,359471.75
118,8990167.388888888,1398.517822265625,49.31632614135742,8990167.0,362935.19443638826,237.27943420410156,313.731201171875,362935.125
119,9462396.5,1449.0322265625,47.61032485961914,9462396.0,367929.7367737336,236.71807861328125,304.556396484375,367929.71875
120,9457033.472222222,1494.7030029296875,50.67551803588867,9457034.0,328393.9571611562,232.63510131835938,311.1075134277344,328393.9375
121,8747940.138888888,1404.5335693359375,50.56511688232422,8747940.0,331010.1613495746,232.95372009277344,305.43768310546875,331010.15625
122,8513595.527777778,1347.478271484375,46.021602630615234,8513596.0,339260.00211475254,233.28099060058594,293.2758483886719,339260.0
123,9475238.694444444,1463.452392578125,49.733062744140625,9475239.0,336923.3404691125,233.55599975585938,309.04071044921875,336923.3125
124,8617458.583333334,1372.6451416015625,49.209556579589844,8617459.0,326650.6584855955,227.8575439453125,297.7385559082031,326650.65625
125,8909372.944444444,1426.5863037109375,45.85761260986328,8909372.0,337075.2357865973,228.52593994140625,273.355224609375,337075.15625
126,9230974.194444444,1464.7471923828125,51.804222106933594,9230974.0,319812.94011927204,227.11666870117188,279.3614501953125,319812.90625
127,8567239.944444444,1419.4302978515625,47.49089050292969,8567240.0,319777.8435808198,231.6776580810547,283.8282165527344,319777.875
128,8577359.0,1356.187255859375,44.01993942260742,8577358.0,327917.4882329128,227.39044189453125,287.3138122558594,327917.5
129,8375471.75,1369.2987060546875,41.649837493896484,8375472.0,328258.499879157,226.66766357421875,289.46142578125,328258.46875
130,7545921.083333333,1350.7354736328125,54.62465286254883,7545921.0,325361.2247558971,228.77542114257812,269.2099609375,325361.25
131,7643813.722222222,1296.7589111328125,47.63343048095703,7643814.0,316705.4823176479,222.9855499267578,291.2079772949219,316705.53125
132,8028590.888888889,1328.545654296875,46.56593704223633,8028591.0,333662.5829466357,225.05532836914062,273.4722900390625,333662.625
133,9586954.472222222,1529.27587890625,49.73019027709961,9586955.0,309081.2965970611,222.29859924316406,301.483642578125,309081.28125
134,8724064.944444444,1436.55078125,48.16093063354492,8724065.0,325207.78486018465,233.47943115234375,291.421875,325207.875
135,9544551.555555556,1507.37060546875,49.99071502685547,9544552.0,307222.30892606825,226.77528381347656,267.0842590332031,307222.40625
136,8118198.75,1342.82666015625,50.16009521484375,8118199.0,331107.5046887084,226.32130432128906,257.1350402832031,331107.4375
137,9234538.333333334,1438.492431640625,44.440486907958984,9234539.0,339795.6392817545,230.7325439453125,257.8854675292969,339795.6875
138,8124576.722222222,1348.1185302734375,48.258506774902344,8124576.0,310517.63066753675,217.48626708984375,247.37860107421875,310517.625
139,7405187.888888889,1277.493896484375,45.631439208984375,7405188.0,304434.0048578886,217.60255432128906,245.79287719726562,304434.03125
140,8278450.444444444,1338.9561767578125,45.665592193603516,8278450.5,311478.6686726605,216.14208984375,217.71286010742188,311478.71875
141,7417725.5,1292.81005859375,49.0106201171875,7417725.5,303442.9717366159,215.0872039794922,239.52330017089844,303443.0
142,7821914.666666667,1311.6802978515625,47.48139953613281,7821914.5,297076.1141422564,211.79051208496094,234.9829559326172,297076.125
143,7790467.083333333,1321.900146484375,46.07619857788086,7790466.5,293909.38209348416,212.77517700195312,229.69346618652344,293909.34375
144,8272338.25,1350.6588134765625,42.054508209228516,8272338.5,329998.26040458237,215.4841766357422,217.59954833984375,329998.34375
145,8084152.194444444,1350.8060302734375,45.16936111450195,8084152.0,287424.31641229213,204.68312072753906,241.65972900390625,287424.3125
146,7375310.805555556,1280.2977294921875,41.88511657714844,7375310.5,280020.0490471529,211.63352966308594,246.79452514648438,280020.03125
147,8260793.166666667,1361.02099609375,42.92259979248047,8260793.0,292648.7771428485,204.7089385986328,224.77622985839844,292648.8125
148,7556696.666666667,1306.2838134765625,43.56962966918945,7556697.0,318427.64580916474,208.16946411132812,219.64015197753906,318427.5625
149,7450316.944444444,1277.8380126953125,44.66332244873047,7450316.5,296820.08604021656,222.07025146484375,236.5943603515625,296820.15625
150,6339367.944444444,1235.9967041015625,45.01948165893555,6339367.5,286993.0081025232,203.68873596191406,210.8754425048828,286993.0
151,7179582.944444444,1276.4073486328125,43.82365417480469,7179583.0,289951.6654521945,218.31527709960938,247.80914306640625,289951.6875
152,5570603.083333333,1231.5703125,51.21976852416992,5570603.0,275136.00748773443,203.62937927246094,224.10189819335938,275136.0625
153,8449705.055555556,1431.57275390625,41.62343215942383,8449706.0,281950.9192738544,212.32574462890625,226.745849609375,281950.90625
154,7002635.888888889,1275.5277099609375,46.952720642089844,7002636.0,271028.82704345515,202.19113159179688,217.75601196289062,271028.875
155,6241155.388888889,1213.86767578125,44.53627014160156,6241156.0,261627.427473052,201.20608520507812,218.7471466064453,261627.46875
156,7429031.444444444,1284.4888916015625,40.73053741455078,7429031.5,254949.21116105956,200.16539001464844,204.82550048828125,254949.140625
157,5780525.694444444,1187.3880615234375,45.79271697998047,5780525.5,257049.21119202557,192.71856689453125,216.52392578125,257049.25
158,5530938.611111111,1123.7371826171875,41.98478698730469,5530938.5,254196.95593780966,196.3819122314453,216.9625701904297,254196.90625
159,6135168.305555556,1167.310791015625,39.754032135009766,6135168.0,255435.38203079684,193.2379150390625,217.7406005859375,255435.40625
160,7296822.138888889,1347.963134765625,37.115867614746094,7296822.0,271002.57784101897,199.54830932617188,223.82908630371094,271002.59375
161,6006749.944444444,1148.0341796875,38.963218688964844,6006750.0,252501.49497897332,192.49710083007812,225.819091796875,252501.484375
162,6408915.944444444,1177.579345703125,36.633941650390625,6408916.0,249579.6022301576,189.9106903076172,217.55459594726562,249579.609375
163,6588642.583333333,1206.052978515625,37.36219787597656,6588642.5,244596.32213722932,189.0546875,210.1351776123047,244596.375
164,5499262.444444444,1111.282958984375,41.320709228515625,5499262.0,244085.48849574634,184.00338745117188,214.92532348632812,244085.5
165,5785658.111111111,1182.77978515625,41.50619888305664,5785658.0,243793.10139634088,189.5404052734375,235.1565399169922,243793.09375
166,6201081.388888889,1193.2750244140625,41.07084655761719,6201082.0,247502.07823375872,190.73057556152344,216.3798370361328,247502.0625
167,6345884.194444444,1250.9097900390625,40.025604248046875,6345884.5,239063.93208623357,192.4901885986328,235.02334594726562,239063.9375
168,5286466.472222222,1109.0836181640625,41.816383361816406,5286466.0,230959.1953487529,192.17141723632812,232.8197021484375,230959.203125
169,5866805.388888889,1175.41259765625,39.61366271972656,5866805.5,246948.60455336428,193.47271728515625,227.69932556152344,246948.609375
170,5818510.388888889,1187.4073486328125,42.697593688964844,5818510.0,249495.36496398877,186.32484436035156,215.16371154785156,249495.359375
171,5987019.583333333,1193.2137451171875,39.55242919921875,5987019.5,234267.6178158836,180.89524841308594,215.99362182617188,234267.59375
172,7393272.444444444,1328.40673828125,39.38569259643555,7393272.5,234874.7881169035,178.59242248535156,211.54176330566406,234874.78125
173,5257518.861111111,1137.119140625,44.15003967285156,5257519.0,229834.86702436194,184.6518096923828,233.39892578125,229834.921875
174,4765063.347222222,1092.2420654296875,43.71274948120117,4765063.0,234631.63313424448,190.94967651367188,231.96971130371094,234631.625
175,7366768.694444444,1290.5631103515625,38.77191925048828,7366769.0,239359.95504338265,184.80613708496094,213.8410186767578,239359.96875
176,5002077.527777778,1093.60302734375,39.18560028076172,5002078.0,245753.62081883216,177.8291473388672,216.206298828125,245753.609375
177,5925415.111111111,1179.19775390625,37.493160247802734,5925415.0,234056.00934418503,179.89004516601562,211.5434112548828,234056.0
178,6578729.222222222,1293.337158203125,37.1435546875,6578729.0,226794.82761594886,183.21253967285156,247.38595581054688,226794.8125
179,5488412.0,1143.06396484375,39.24730682373047,5488412.5,235177.1330662703,194.08059692382812,242.02906799316406,235177.1875
180,5127474.083333333,1122.044921875,42.06575393676758,5127474.0,217387.65753697796,180.32278442382812,221.5940399169922,217387.6875
181,5681550.416666667,1168.20068359375,38.88671112060547,5681550.0,228179.44879882058,186.67901611328125,252.72520446777344,228179.453125
182,5236063.25,1169.7593994140625,41.98958206176758,5236063.5,215074.06485341745,175.688232421875,220.49363708496094,215074.046875
183,5218569.583333333,1152.19482421875,36.725830078125,5218570.0,230150.77067019528,185.59275817871094,208.0747833251953,230150.78125
184,4581688.888888889,1075.68310546875,38.333988189697266,4581689.0,212386.38080046405,174.97618103027344,220.2033233642578,212386.40625
185,5560990.194444444,1187.06787109375,40.47010803222656,5560990.0,203937.55667763317,169.8660430908203,253.48977661132812,203937.515625
186,5630767.361111111,1198.966796875,36.14022445678711,5630767.0,229354.6895158123,185.85313415527344,216.93894958496094,229354.6875
187,4819080.416666667,1102.2979736328125,38.84392166137695,4819081.0,210995.2098257444,174.75604248046875,232.15847778320312,210995.1875
188,4353700.861111111,1251.614013671875,57.16556930541992,4353701.0,218301.94904654872,178.11965942382812,222.46929931640625,218301.953125
189,5072558.916666667,1169.829345703125,44.74501037597656,5072559.0,221412.4319593484,190.60011291503906,226.7598876953125,221412.4375
190,5470666.583333333,1180.8216552734375,36.81838607788086,5470666.5,211838.07154434334,175.8423309326172,222.6584014892578,211838.046875
191,5195504.055555556,1165.8731689453125,44.104068756103516,5195504.0,206611.51543769334,173.0023193359375,205.78395080566406,206611.515625
192,5127882.361111111,1139.29833984375,38.40516662597656,5127882.5,205937.5949131139,168.6832733154297,211.05892944335938,205937.59375
193,4429703.861111111,1041.4754638671875,37.42642593383789,4429704.0,197430.9271928473,162.8309783935547,204.36325073242188,197430.921875
194,4942240.5,1119.5518798828125,39.49985122680664,4942240.0,204187.28790165193,169.91091918945312,209.44351196289062,204187.28125
195,4760382.5,1117.024169921875,41.2984733581543,4760382.5,212130.03705046405,177.51466369628906,212.7467803955078,212130.078125
196,4642451.666666667,1107.75732421875,46.2265625,4642451.5,202522.36603344933,178.23951721191406,212.47164916992188,202522.34375
197,5216699.972222222,1159.4923095703125,43.61516571044922,5216699.5,199175.41839472158,170.9503631591797,206.46929931640625,199175.4375
198,5310588.916666667,1204.8955078125,37.69333267211914,5310589.5,192596.10200055587,166.41427612304688,213.4329071044922,192596.125
199,4923852.527777778,1151.42529296875,36.07454299926758,4923853.0,211954.83769198932,176.3975067138672,221.02122497558594,211954.8125
200,4578274.694444444,1143.79833984375,43.99960708618164,4578274.5,218576.30978707463,174.59527587890625,220.3172149658203,218576.328125
201,5091792.222222222,1154.187744140625,36.366336822509766,5091792.5,207424.16807146656,175.07119750976562,211.24917602539062,207424.125
202,3980005.972222222,1024.59814453125,36.79051208496094,3980006.25,213602.90403819544,169.6936798095703,219.12677001953125,213602.890625
203,4884823.916666667,1140.4888916015625,40.22169494628906,4884824.0,198252.04552344658,168.20669555664062,192.30531311035156,198252.0625
204,3751454.361111111,1074.6309814453125,41.413944244384766,3751454.25,183164.79648528132,166.69723510742188,195.8079071044922,183164.796875
205,5010942.555555556,1171.05712890625,42.72663879394531,5010942.5,192713.00179791727,167.81021118164062,202.99569702148438,192713.0
206,4535060.027777778,1081.9453125,36.43879318237305,4535060.0,203914.90852789057,168.9687042236328,181.97943115234375,203914.859375
207,3675187.625,1001.6650390625,39.11084747314453,3675187.5,188133.0882440908,163.10284423828125,207.2401580810547,188133.078125
208,4066749.347222222,1044.1722412109375,40.5216064453125,4066749.25,218233.2036567092,177.35275268554688,211.8818817138672,218233.21875
209,4187985.027777778,1067.805419921875,38.92209243774414,4187985.0,198880.49306361176,163.05604553222656,186.10435485839844,198880.46875
210,4804379.611111111,1124.4359130859375,37.4294548034668,4804379.5,196571.18237248043,163.1207733154297,202.2755126953125,196571.1875
211,3995280.875,1096.9012451171875,46.075016021728516,3995281.0,185650.723763474,161.5662384033203,201.966552734375,185650.75
212,4031718.722222222,1058.0836181640625,39.84634017944336,4031719.0,193000.532216744,164.19593811035156,199.5102996826172,193000.53125
213,3587727.138888889,1053.3775634765625,44.54093551635742,3587727.0,194106.66600316306,169.96795654296875,196.38621520996094,194106.6875
214,3892270.3055555555,1035.9117431640625,38.46475601196289,3892270.25,197243.918853925,164.9311065673828,206.30886840820312,197243.921875
215,3772461.152777778,1027.20947265625,40.21860122680664,3772461.0,193419.52694194703,162.9998321533203,195.77261352539062,193419.578125
216,3622514.9166666665,1008.470947265625,40.19288635253906,3622515.0,182869.19726713555,163.94447326660156,217.82821655273438,182869.203125
217,4294076.083333333,1090.2513427734375,37.368614196777344,4294076.0,206394.06540929523,172.662841796875,178.5140838623047,206394.078125
218,4536134.5,1154.9322509765625,39.85314178466797,4536134.5,183397.75694620673,166.47962951660156,205.27218627929688,183397.734375
219,3715406.9583333335,1022.1751098632812,38.83795166015625,3715407.0,195747.90876353442,172.68563842773438,197.74549865722656,195747.90625
220,3541121.1666666665,988.6434326171875,38.22803497314453,3541121.0,186709.31925814482,160.15689086914062,192.67555236816406,186709.328125
221,3307219.9583333335,974.4563598632812,37.972469329833984,3307220.25,177816.8854937041,158.7982635498047,183.73597717285156,177816.921875
222,3524315.8055555555,1001.3034057617188,38.64772033691406,3524315.5,189797.1263609943,160.51246643066406,186.6476593017578,189797.109375
223,3547273.6944444445,998.8778076171875,40.326805114746094,3547273.5,181512.33682116444,161.69764709472656,172.9384307861328,181512.359375
224,3744969.902777778,1017.0555419921875,39.725162506103516,3744969.75,172624.75225372196,162.3614959716797,185.96136474609375,172624.78125
