,date,region,state,cases,newCases,deaths,ML_TYPE,Y_PREDICTED,Y_ORIGINAL,ABS_ERROR,ABS_PERCENT_ERROR,SQUARED_ERROR,ROOT_SQUARED_ERROR
858,2020-04-14,Norte,Amazonas,1484,209,90,TRAIN,1164.4652,1484,319.5347900390625,21.531993937942218,102102.48204530776,319.5347900390625
859,2020-04-14,Norte,Paríç,323,53,19,TRAIN,314.52783,323,8.47216796875,2.6229622194272446,71.7776300907135,8.47216796875
860,2020-04-14,Norte,RondíÇnia,64,22,2,TRAIN,27.802462,64,36.19753837585449,56.558653712272644,1310.2617844714587,36.19753837585449
861,2020-04-14,Norte,Roraima,113,30,3,TRAIN,123.11537,113,10.115371704101562,8.951656375311117,102.32074471213855,10.115371704101562
862,2020-04-14,Norte,Tocantins,26,0,0,TRAIN,-16.983244,26,42.98324394226074,165.32016900869516,1847.5592597998948,42.98324394226074
863,2020-04-14,Sudeste,Espí_rito Santo,463,33,17,TRAIN,516.2918,463,53.29180908203125,11.510109952922516,2840.0169152356684,53.29180908203125
864,2020-04-14,Sudeste,Minas Gerais,884,69,27,TRAIN,708.1275,884,175.87249755859375,19.895078909343184,30931.135397497565,175.87249755859375
865,2020-04-14,Sudeste,Rio de Janeiro,3410,179,224,TRAIN,3731.7668,3410,321.766845703125,9.435977879857038,103533.90299373865,321.766845703125
866,2020-04-14,Sudeste,Sí£o Paulo,9371,476,695,TRAIN,10701.589,9371,1330.5888671875,14.199006159294632,1770466.7334833145,1330.5888671875
867,2020-04-14,Sul,Paraníç,791,35,36,TRAIN,700.2159,791,90.78411865234375,11.477132572989095,8241.756199482828,90.78411865234375
868,2020-04-14,Sul,Rio Grande do Sul,700,36,18,TRAIN,603.674,700,96.32598876953125,13.760855538504464,9278.69611242786,96.32598876953125
869,2020-04-14,Sul,Santa Catarina,826,49,26,TRAIN,838.558,826,12.5579833984375,1.5203369731764529,157.70294703543186,12.5579833984375
870,2020-04-15,Centro-Oeste,Distrito Federal,682,31,17,TRAIN,638.9031,682,43.096923828125,6.319197042247067,1857.3448434472084,43.096923828125
871,2020-04-15,Centro-Oeste,Goiíçs,304,20,15,TRAIN,258.54755,304,45.45245361328125,14.951465004368833,2065.9255394674838,45.45245361328125
872,2020-04-15,Centro-Oeste,Mato Grosso,151,13,4,TRAIN,101.72685,151,49.27314758300781,32.63122356490584,2427.8430727368686,49.27314758300781
873,2020-04-15,Centro-Oeste,Mato Grosso do Sul,121,6,4,TRAIN,59.631348,121,61.36865234375,50.71789449896694,3766.1114904880524,61.36865234375
874,2020-04-15,Nordeste,Alagoas,82,10,5,TRAIN,110.41843,82,28.418426513671875,34.65661769959985,807.6069655129686,28.418426513671875
875,2020-04-15,Nordeste,Bahia,807,48,27,TRAIN,817.8875,807,10.88751220703125,1.349134102482187,118.53792205825448,10.88751220703125
876,2020-04-15,Nordeste,Cearíç,2157,152,116,TRAIN,2194.01,2157,37.010009765625,1.7158094467141864,1369.7408228516579,37.010009765625
877,2020-04-15,Nordeste,Maranhí£o,630,152,34,TRAIN,630.30096,630,0.30096435546875,0.0477721199156746,0.09057954326272011,0.30096435546875
878,2020-04-15,Nordeste,Paraí_ba,151,15,21,TRAIN,86.75332,151,64.2466812133789,42.547471002237685,4127.636046933534,64.2466812133789
879,2020-04-15,Nordeste,Pernambuco,1484,200,143,TRAIN,1381.1874,1484,102.8126220703125,6.9280742634981465,10570.435256972909,102.8126220703125
880,2020-04-15,Nordeste,Piauí_,75,17,8,TRAIN,443.22583,75,368.225830078125,490.9677734375,135590.2619367242,368.225830078125
881,2020-04-15,Nordeste,Rio Grande do Norte,399,23,19,TRAIN,251.66568,399,147.33432006835938,36.92589475397478,21707.401870005764,147.33432006835938
882,2020-04-15,Nordeste,Sergipe,46,1,4,TRAIN,17.271563,46,28.728437423706055,62.453124834143594,825.3231168077946,28.728437423706055
883,2020-04-15,Norte,Acre,101,2,3,TRAIN,-82.235,101,183.23500061035156,181.4207926835164,33575.06544867554,183.23500061035156
884,2020-04-15,Norte,Amapíç,334,27,7,TRAIN,591.35187,334,257.35186767578125,77.05145738795846,66229.98379621282,257.35186767578125
885,2020-04-15,Norte,Amazonas,1554,70,106,TRAIN,1246.7761,1554,307.223876953125,19.769876251809844,94386.51057010889,307.223876953125
886,2020-04-15,Norte,Paríç,384,61,21,TRAIN,360.4588,384,23.54119873046875,6.130520502726237,554.1880376674235,23.54119873046875
887,2020-04-15,Norte,RondíÇnia,69,5,2,TRAIN,50.82257,69,18.17742919921875,26.344100288722824,330.4189322926104,18.17742919921875
888,2020-04-15,Norte,Roraima,114,1,3,TRAIN,128.76779,114,14.767791748046875,12.954203287760416,218.08767311368138,14.767791748046875
889,2020-04-15,Norte,Tocantins,26,0,1,TRAIN,-4.765867,26,30.765867233276367,118.33025858952449,946.5385866155884,30.765867233276367
890,2020-04-15,Sudeste,Espí_rito Santo,557,94,18,TRAIN,602.10706,557,45.1070556640625,8.09821466141158,2034.6464706808329,45.1070556640625
891,2020-04-15,Sudeste,Minas Gerais,903,19,30,TRAIN,824.64014,903,78.35986328125,8.6777257232835,6140.268173456192,78.35986328125
892,2020-04-15,Sudeste,Rio de Janeiro,3743,333,265,TRAIN,3934.6,3743,191.60009765625,5.118891201075341,36710.59742188454,191.60009765625
893,2020-04-15,Sudeste,Sí£o Paulo,11043,1672,778,TRAIN,11428.056,11043,385.0556640625,3.4868755235216877,148267.86442661285,385.0556640625
894,2020-04-15,Sul,Paraníç,803,12,38,TRAIN,738.41034,803,64.58966064453125,8.043544289480852,4171.824262175709,64.58966064453125
895,2020-04-15,Sul,Rio Grande do Sul,747,47,19,TRAIN,630.7701,747,116.22991943359375,15.559560834483769,13509.394171539694,116.22991943359375
896,2020-04-15,Sul,Santa Catarina,853,27,28,TRAIN,892.3072,853,39.30718994140625,4.608111364760404,1545.0551810897887,39.30718994140625
897,2020-04-16,Centro-Oeste,Distrito Federal,716,34,20,TRAIN,677.456,716,38.54400634765625,5.383241110007856,1485.6404253281653,38.54400634765625
898,2020-04-16,Centro-Oeste,Goiíçs,318,14,16,TRAIN,279.3905,318,38.6094970703125,12.141351279972485,1490.6932640224695,38.6094970703125
899,2020-04-16,Centro-Oeste,Mato Grosso,156,5,5,TRAIN,93.378944,156,62.621055603027344,40.14170230963291,3921.3966048374423,62.621055603027344
900,2020-04-16,Centro-Oeste,Mato Grosso do Sul,131,10,5,TRAIN,64.32349,131,66.676513671875,50.89810203959924,4445.757475435734,66.676513671875
901,2020-04-16,Nordeste,Alagoas,89,7,5,TRAIN,119.44734,89,30.447341918945312,34.2104965381408,927.0406299291644,30.447341918945312
902,2020-04-16,Nordeste,Bahia,951,144,30,TRAIN,912.4836,951,38.51641845703125,4.0500965780264195,1483.5144907571375,38.51641845703125
903,2020-04-16,Nordeste,Cearíç,2386,229,124,TRAIN,2413.5354,2386,27.535400390625,1.1540402510739731,758.1982746720314,27.535400390625
904,2020-04-16,Nordeste,Maranhí£o,695,65,37,TRAIN,706.442,695,11.4420166015625,1.6463333239658273,130.91974391043186,11.4420166015625
905,2020-04-16,Nordeste,Paraí_ba,165,14,24,TRAIN,80.84199,165,84.15801239013672,51.00485599402225,7082.5710494584055,84.15801239013672
906,2020-04-16,Nordeste,Pernambuco,1683,199,160,TRAIN,1558.9584,1683,124.0416259765625,7.37026892314691,15386.324974909425,124.0416259765625
907,2020-04-16,Nordeste,Piauí_,91,16,8,TRAIN,478.79028,91,387.790283203125,426.1431683550824,150381.3037467599,387.790283203125
908,2020-04-16,Nordeste,Rio Grande do Norte,400,1,20,TRAIN,279.71237,400,120.28762817382812,30.07190704345703,14469.11349168513,120.28762817382812
909,2020-04-16,Nordeste,Sergipe,48,2,4,TRAIN,18.685732,48,29.314268112182617,61.071391900380455,859.3263149529266,29.314268112182617
910,2020-04-16,Norte,Acre,110,9,5,TRAIN,-57.667618,110,167.66761779785156,152.42510708895597,28112.43005800643,167.66761779785156
911,2020-04-16,Norte,Amapíç,362,28,9,TRAIN,615.9189,362,253.91888427734375,70.14333819816126,64474.79979265109,253.91888427734375
912,2020-04-16,Norte,Amazonas,1719,165,124,TRAIN,1329.0884,1719,389.91162109375,22.682467777414196,152031.07226395607,389.91162109375
913,2020-04-16,Norte,Paríç,438,54,24,TRAIN,425.75345,438,12.246551513671875,2.796016327322346,149.9780239770189,12.246551513671875
914,2020-04-16,Norte,RondíÇnia,76,7,3,TRAIN,73.84192,76,2.1580810546875,2.8395803351151314,4.657313838601112,2.1580810546875
915,2020-04-16,Norte,Roraima,142,28,3,TRAIN,134.41977,142,7.580230712890625,5.338190642880722,57.45989766065031,7.580230712890625
916,2020-04-16,Norte,Tocantins,29,3,1,TRAIN,7.4512196,29,21.54878044128418,74.30613945270407,464.3499385066716,21.54878044128418
917,2020-04-16,Sudeste,Espí_rito Santo,754,197,22,TRAIN,688.84503,754,65.15496826171875,8.641242475029012,4245.169889185578,65.15496826171875
918,2020-04-16,Sudeste,Minas Gerais,958,55,33,TRAIN,941.8605,958,16.1395263671875,1.6847104767419103,260.48431135714054,16.1395263671875
919,2020-04-16,Sudeste,Rio de Janeiro,3944,201,300,TRAIN,4116.112,3944,172.11181640625,4.363889868312627,29622.477346658707,172.11181640625
920,2020-04-16,Sudeste,Sí£o Paulo,11568,525,853,TRAIN,12154.517,11568,586.5166015625,5.070164259703493,344001.7239084244,586.5166015625
921,2020-04-16,Sul,Paraníç,832,29,41,TRAIN,776.60315,832,55.3968505859375,6.658275310809795,3068.811054840684,55.3968505859375
922,2020-04-16,Sul,Rio Grande do Sul,780,33,19,TRAIN,669.3039,780,110.69610595703125,14.191808456029648,12253.62787405029,110.69610595703125
923,2020-04-16,Sul,Santa Catarina,884,31,29,TRAIN,939.36957,884,55.36956787109375,6.263525777273049,3065.7890462316573,55.36956787109375
924,2020-04-17,Centro-Oeste,Distrito Federal,746,30,20,TRAIN,716.0084,746,29.9915771484375,4.020318652605563,899.4946998506784,29.9915771484375
925,2020-04-17,Centro-Oeste,Goiíçs,335,17,16,TRAIN,300.2336,335,34.766387939453125,10.378026250583023,1208.7017303565517,34.766387939453125
926,2020-04-17,Centro-Oeste,Mato Grosso,162,6,5,TRAIN,100.99365,162,61.00634765625,37.65823929398148,3721.77445435524,61.00634765625
927,2020-04-17,Centro-Oeste,Mato Grosso do Sul,143,12,5,TRAIN,69.015335,143,73.98466491699219,51.73752791398055,5473.730642879615,73.98466491699219
928,2020-04-17,Nordeste,Alagoas,110,21,7,TRAIN,130.70638,110,20.706375122070312,18.823977383700285,428.75397069589235,20.706375122070312
929,2020-04-17,Nordeste,Bahia,1059,108,36,TRAIN,1026.8597,1059,32.1402587890625,3.034963058457271,1032.9962350279093,32.1402587890625
930,2020-04-17,Nordeste,Cearíç,2684,298,149,TRAIN,2633.0623,2684,50.937744140625,1.8978295134361027,2594.6537781357765,50.937744140625
931,2020-04-17,Nordeste,Maranhí£o,797,102,40,TRAIN,782.8631,797,14.13690185546875,1.7737643482394918,199.8519940711558,14.13690185546875
932,2020-04-17,Nordeste,Paraí_ba,195,30,26,TRAIN,87.16958,195,107.8304214477539,55.29765202448918,11627.399789600226,107.8304214477539
933,2020-04-17,Nordeste,Pernambuco,2006,323,186,TRAIN,1736.7302,2006,269.269775390625,13.423219112194666,72506.21193891764,269.269775390625
934,2020-04-17,Nordeste,Piauí_,102,11,8,TRAIN,527.27716,102,425.27716064453125,416.9383927887561,180860.66336587444,425.27716064453125
935,2020-04-17,Nordeste,Rio Grande do Norte,463,63,23,TRAIN,311.25223,463,151.74777221679688,32.77489680708356,23027.38637276087,151.74777221679688
936,2020-04-17,Nordeste,Sergipe,53,5,4,TRAIN,20.099367,53,32.90063285827637,62.07666577033277,1082.4516424750946,32.90063285827637
937,2020-04-17,Norte,Acre,135,25,5,TRAIN,-33.10161,135,168.1016082763672,124.51970983434606,28258.1507051012,168.1016082763672
938,2020-04-17,Norte,Amapíç,370,8,10,TRAIN,640.48596,370,270.4859619140625,73.10431403082771,73162.65559257567,270.4859619140625
939,2020-04-17,Norte,Amazonas,1809,90,145,TRAIN,1411.399,1809,397.6009521484375,21.979046553258016,158086.5171493441,397.6009521484375
940,2020-04-17,Norte,Paríç,557,119,26,TRAIN,523.4059,557,33.5941162109375,6.031259642897218,1128.5646439939737,33.5941162109375
941,2020-04-17,Norte,RondíÇnia,92,16,3,TRAIN,95.20172,92,3.20172119140625,3.4801317297894023,10.251018587499857,3.20172119140625
942,2020-04-17,Norte,Roraima,164,22,3,TRAIN,140.07149,164,23.928512573242188,14.590556447098894,572.5737139678095,23.928512573242188
943,2020-04-17,Norte,Tocantins,31,2,1,TRAIN,19.66797,31,11.332029342651367,36.554933363391505,128.41488902271158,11.332029342651367
944,2020-04-17,Sudeste,Espí_rito Santo,856,102,25,TRAIN,775.5846,856,80.4154052734375,9.394323045962325,6466.6374052912,80.4154052734375
945,2020-04-17,Sudeste,Minas Gerais,1021,63,35,TRAIN,1032.5062,1021,11.5062255859375,1.1269564726677277,132.39322723448277,11.5062255859375
946,2020-04-17,Sudeste,Rio de Janeiro,4349,405,341,TRAIN,4389.092,4349,40.091796875,0.921862425270177,1607.3521766662598,40.091796875
947,2020-04-17,Sudeste,Sí£o Paulo,12841,1273,928,TRAIN,12880.981,12841,39.9814453125,0.3113577237948758,1598.5159692764282,39.9814453125
948,2020-04-17,Sul,Paraníç,874,42,42,TRAIN,814.7988,874,59.201171875,6.773589459382151,3504.778751373291,59.201171875
949,2020-04-17,Sul,Rio Grande do Sul,802,22,22,TRAIN,707.8349,802,94.16510009765625,11.741284301453398,8867.066076401621,94.16510009765625
950,2020-04-17,Sul,Santa Catarina,926,42,30,TRAIN,983.8976,926,57.8975830078125,6.252438769742171,3352.1301181465387,57.8975830078125
951,2020-04-18,Centro-Oeste,Distrito Federal,762,16,24,TRAIN,754.5613,762,7.438720703125,0.9762100660269029,55.334565699100494,7.438720703125
952,2020-04-18,Centro-Oeste,Goiíçs,378,43,18,TRAIN,321.076,378,56.92401123046875,15.059262230282737,3240.3430545665324,56.92401123046875
953,2020-04-18,Centro-Oeste,Mato Grosso,171,9,5,TRAIN,108.699005,171,62.300994873046875,36.43333033511513,3881.413962171413,62.300994873046875
954,2020-04-18,Centro-Oeste,Mato Grosso do Sul,161,18,5,TRAIN,73.70759,161,87.29241180419922,54.2188893193784,7619.965158593899,87.29241180419922
955,2020-04-18,Nordeste,Alagoas,132,22,7,TRAIN,148.93692,132,16.936920166015625,12.831000125769412,286.85926470998675,16.936920166015625
956,2020-04-18,Nordeste,Bahia,1193,134,37,TRAIN,1147.2563,1193,45.74365234375,3.8343380003143337,2092.481729745865,45.74365234375
957,2020-04-18,Nordeste,Cearíç,3034,350,176,TRAIN,2866.4001,3034,167.599853515625,5.524055817917765,28089.710898458958,167.599853515625
958,2020-04-18,Nordeste,Maranhí£o,1040,243,44,TRAIN,873.5298,1040,166.47021484375,16.006751427283653,27712.332430124283,166.47021484375
959,2020-04-18,Nordeste,Paraí_ba,205,10,26,TRAIN,98.03459,205,106.96540832519531,52.17824796350991,11441.598578175763,106.96540832519531
960,2020-04-18,Nordeste,Pernambuco,2193,187,205,TRAIN,1914.5001,2193,278.4998779296875,12.699492837651048,77562.18200685084,278.4998779296875
961,2020-04-18,Nordeste,Piauí_,123,21,9,TRAIN,610.08704,123,487.0870361328125,396.0057204331809,237253.7807686478,487.0870361328125
962,2020-04-18,Nordeste,Rio Grande do Norte,516,53,24,TRAIN,346.81665,516,169.183349609375,32.78747085453004,28623.005785048008,169.183349609375
963,2020-04-18,Nordeste,Sergipe,71,18,5,TRAIN,21.530993,71,49.46900749206543,69.67465843952877,2447.1827022500256,49.46900749206543
964,2020-04-18,Norte,Acre,142,7,5,TRAIN,-8.534346,142,150.53434562683105,106.01010255410638,22660.58921329823,150.53434562683105
965,2020-04-18,Norte,Amapíç,393,23,10,TRAIN,682.51666,393,289.51666259765625,73.66836198413645,83819.89792168513,289.51666259765625
966,2020-04-18,Norte,Amazonas,1897,88,161,TRAIN,1493.7106,1897,403.2894287109375,21.25932676388706,162642.36330999434,403.2894287109375
967,2020-04-18,Norte,Paríç,640,83,33,TRAIN,649.0258,640,9.02581787109375,1.4102840423583984,81.46538824215531,9.02581787109375
968,2020-04-18,Norte,RondíÇnia,110,18,3,TRAIN,123.86215,110,13.862152099609375,12.601956454190342,192.1592608327046,13.862152099609375
969,2020-04-18,Norte,Roraima,201,37,3,TRAIN,148.21545,201,52.7845458984375,26.260968108675375,2786.208285704255,52.7845458984375
970,2020-04-18,Norte,Tocantins,33,2,1,TRAIN,31.885088,33,1.1149120330810547,3.3785213123668325,1.2430288415089308,1.1149120330810547
971,2020-04-18,Sudeste,Espí_rito Santo,952,96,28,TRAIN,855.02014,952,96.9798583984375,10.186959915802259,9405.092934980989,96.9798583984375
972,2020-04-18,Sudeste,Minas Gerais,1077,56,39,TRAIN,1078.6731,1077,1.673095703125,0.1553477904480037,2.799249231815338,1.673095703125
973,2020-04-18,Sudeste,Rio de Janeiro,4543,194,387,TRAIN,4785.077,4543,242.0771484375,5.3285746959608185,58601.34579563141,242.0771484375
974,2020-04-18,Sudeste,Sí£o Paulo,13894,1053,991,TRAIN,13607.444,13894,286.5556640625,2.0624418026666187,82114.14860630035,286.5556640625
975,2020-04-18,Sul,Paraníç,945,71,46,TRAIN,852.99225,945,92.00775146484375,9.736269996279763,8465.426329616457,92.00775146484375
976,2020-04-18,Sul,Rio Grande do Sul,831,29,24,TRAIN,746.36774,831,84.63226318359375,10.184387868061823,7162.619971577078,84.63226318359375
977,2020-04-18,Sul,Santa Catarina,962,36,31,TRAIN,1028.4261,962,66.4261474609375,6.905004933569387,4412.4330665022135,66.4261474609375
978,2020-04-19,Centro-Oeste,Distrito Federal,827,65,24,TRAIN,793.1143,827,33.88568115234375,4.097422146595375,1148.2393871583045,33.88568115234375
979,2020-04-19,Centro-Oeste,Goiíçs,393,15,18,TRAIN,341.9192,393,51.080810546875,12.997661716762087,2609.2492061257362,51.080810546875
980,2020-04-19,Centro-Oeste,Mato Grosso,174,3,5,TRAIN,116.4044,174,57.59559631347656,33.100917421538256,3317.252714704955,57.59559631347656
981,2020-04-19,Centro-Oeste,Mato Grosso do Sul,168,7,5,TRAIN,78.70355,168,89.29644775390625,53.152647472563245,7973.855581466109,89.29644775390625
982,2020-04-19,Nordeste,Alagoas,159,27,15,TRAIN,168.60564,159,9.605636596679688,6.041280878414898,92.26825442747213,9.605636596679688
983,2020-04-19,Nordeste,Bahia,1230,37,45,TRAIN,1269.7286,1230,39.7286376953125,3.2299705443343494,1578.3646531254053,39.7286376953125
984,2020-04-19,Nordeste,Cearíç,3252,218,186,TRAIN,3116.2356,3252,135.764404296875,4.1747971801007075,18431.97347408533,135.764404296875
985,2020-04-19,Nordeste,Maranhí£o,1205,165,48,TRAIN,998.54065,1205,206.4593505859375,17.13355606522303,42625.46344436705,206.4593505859375
986,2020-04-19,Nordeste,Paraí_ba,236,31,29,TRAIN,141.94003,236,94.05996704101562,39.855918237718484,8847.277399756946,94.05996704101562
987,2020-04-19,Nordeste,Pernambuco,2459,266,216,TRAIN,2092.2722,2459,366.727783203125,14.913695941566694,134489.26697307825,366.727783203125
988,2020-04-19,Nordeste,Piauí_,145,22,10,TRAIN,736.03424,145,591.0342407226562,407.6098211880388,349321.4737066068,591.0342407226562
989,2020-04-19,Nordeste,Rio Grande do Norte,531,15,25,TRAIN,382.38184,531,148.6181640625,27.98835481403013,22087.358689308167,148.6181640625
990,2020-04-19,Nordeste,Sergipe,83,12,5,TRAIN,23.408876,83,59.59112358093262,71.79653443485857,3551.1020096379834,59.59112358093262
991,2020-04-19,Norte,Acre,163,21,6,TRAIN,16.034029,163,146.965970993042,90.16317238836932,21598.99662992766,146.965970993042
992,2020-04-19,Norte,Amapíç,416,23,11,TRAIN,730.9325,416,314.9324951171875,75.70492671086238,99182.47648073733,314.9324951171875
993,2020-04-19,Norte,Amazonas,2044,147,182,TRAIN,1576.0222,2044,467.977783203125,22.895194872951322,219003.20557171106,467.977783203125
994,2020-04-19,Norte,Paríç,685,45,34,TRAIN,809.5434,685,124.54339599609375,18.18151766366332,15511.05748623982,124.54339599609375
995,2020-04-19,Norte,RondíÇnia,128,18,4,TRAIN,155.48236,128,27.48236083984375,21.47059440612793,755.2801573313773,27.48236083984375
996,2020-04-19,Norte,Roraima,222,21,3,TRAIN,160.4701,222,61.5299072265625,27.716174426379503,3785.929483309388,61.5299072265625
997,2020-04-19,Norte,Tocantins,33,0,1,TRAIN,44.102768,33,11.102767944335938,33.64475134647254,123.27145602577366,11.102767944335938
998,2020-04-19,Sudeste,Espí_rito Santo,1099,147,30,TRAIN,940.15045,1099,158.84954833984375,14.454008038202343,25233.179007772356,158.84954833984375
999,2020-04-19,Sudeste,Minas Gerais,1154,77,39,TRAIN,1124.8417,1154,29.1583251953125,2.5267179545331455,850.2079281955957,29.1583251953125
1000,2020-04-19,Sudeste,Rio de Janeiro,4765,222,402,TRAIN,5181.062,4765,416.06201171875,8.731626688746065,173107.59759545326,416.06201171875
1001,2020-04-19,Sudeste,Sí£o Paulo,14267,373,1015,TRAIN,14333.911,14267,66.9111328125,0.46899230961309313,4477.099694252014,66.9111328125
1002,2020-04-19,Sul,Paraníç,987,42,48,TRAIN,891.18555,987,95.814453125,9.707644693515704,9180.409427642822,95.814453125
1003,2020-04-19,Sul,Rio Grande do Sul,854,23,24,TRAIN,784.8999,854,69.10009765625,8.091346329771662,4774.823496103287,69.10009765625
1004,2020-04-19,Sul,Santa Catarina,975,13,32,TRAIN,1072.9526,975,97.95263671875,10.046424278846153,9594.71904015541,97.95263671875
1005,2020-04-20,Centro-Oeste,Distrito Federal,872,45,24,TRAIN,831.6668,872,40.33319091796875,4.625365930959719,1626.7662896253169,40.33319091796875
1006,2020-04-20,Centro-Oeste,Goiíçs,403,10,19,TRAIN,369.3086,403,33.69140625,8.360150434243176,1135.110855102539,33.69140625
1007,2020-04-20,Centro-Oeste,Mato Grosso,181,7,6,TRAIN,124.10947,181,56.890533447265625,31.431233948765538,3236.532795914449,56.890533447265625
1008,2020-04-20,Centro-Oeste,Mato Grosso do Sul,171,3,5,TRAIN,84.80571,171,86.19429016113281,50.40601763808937,7429.455656381557,86.19429016113281
1009,2020-04-20,Nordeste,Alagoas,171,12,18,TRAIN,215.48358,171,44.48358154296875,26.013790376005115,1978.78902688995,44.48358154296875
1010,2020-04-20,Nordeste,Bahia,1341,111,46,TRAIN,1392.2015,1341,51.2015380859375,3.818160931091536,2621.5975023657084,51.2015380859375
1011,2020-04-20,Nordeste,Cearíç,3482,230,198,TRAIN,3446.0022,3482,35.997802734375,1.0338254662370765,1295.8418017029762,35.997802734375
1012,2020-04-20,Nordeste,Maranhí£o,1320,115,54,TRAIN,1123.5514,1320,196.4486083984375,14.882470333214963,38592.05574168265,196.4486083984375
1013,2020-04-20,Nordeste,Paraí_ba,245,9,32,TRAIN,185.84393,245,59.15606689453125,24.145333426339285,3499.440250430256,59.15606689453125
1014,2020-04-20,Nordeste,Pernambuco,2690,231,234,TRAIN,2270.0427,2690,419.957275390625,15.611794624186803,176364.11315351725,419.957275390625
1015,2020-04-20,Nordeste,Piauí_,158,13,12,TRAIN,903.30475,158,745.3047485351562,471.7118661614913,555479.1681890525,745.3047485351562
1016,2020-04-20,Nordeste,Rio Grande do Norte,595,64,27,TRAIN,417.94626,595,177.05374145507812,29.756931336987922,31348.02736324165,177.05374145507812
1017,2020-04-20,Nordeste,Sergipe,86,3,5,TRAIN,25.287012,86,60.71298789978027,70.59649755788404,3686.066899718866,60.71298789978027
1018,2020-04-20,Norte,Acre,176,13,8,TRAIN,40.600662,176,135.3993377685547,76.93144191395153,18332.98066816316,135.3993377685547
1019,2020-04-20,Norte,Amapíç,433,17,13,TRAIN,792.342,433,359.34197998046875,82.98890992620525,129126.6585762836,359.34197998046875
1020,2020-04-20,Norte,Amazonas,2160,116,185,TRAIN,1658.3336,2160,501.6663818359375,23.225295455367476,251669.15866436064,501.6663818359375
1021,2020-04-20,Norte,Paríç,902,217,35,TRAIN,977.1248,902,75.12481689453125,8.328693669016769,5643.738113436848,75.12481689453125
1022,2020-04-20,Norte,RondíÇnia,160,32,4,TRAIN,187.10228,160,27.102279663085938,16.93892478942871,734.5335629361216,27.102279663085938
1023,2020-04-20,Norte,Roraima,244,22,3,TRAIN,188.68379,244,55.31620788574219,22.670577002353355,3059.882854858646,55.31620788574219
1024,2020-04-20,Norte,Tocantins,34,1,1,TRAIN,56.319016,34,22.319015502929688,65.64416324391084,498.13845302001573,22.319015502929688
1025,2020-04-20,Sudeste,Espí_rito Santo,1168,69,33,TRAIN,1025.2783,1168,142.7216796875,12.219321891053083,20369.47785282135,142.7216796875
1026,2020-04-20,Sudeste,Minas Gerais,1189,35,41,TRAIN,1177.7476,1189,11.25244140625,0.9463785875735913,126.61743760108948,11.25244140625
1027,2020-04-20,Sudeste,Rio de Janeiro,4899,134,422,TRAIN,5577.0464,4899,678.04638671875,13.840505954659115,459746.9025423527,678.04638671875
1028,2020-04-20,Sudeste,Sí£o Paulo,14580,313,1037,TRAIN,15060.371,14580,480.37109375,3.2947262945816185,230756.3877105713,480.37109375
1029,2020-04-20,Sul,Paraníç,1007,20,51,TRAIN,929.3796,1007,77.62042236328125,7.708085636870035,6024.929967854172,77.62042236328125
1030,2020-04-20,Sul,Rio Grande do Sul,889,35,27,TRAIN,823.4322,889,65.56781005859375,7.375456699504359,4299.137715879828,65.56781005859375
1031,2020-04-20,Sul,Santa Catarina,1025,50,35,TRAIN,1117.4825,1025,92.4825439453125,9.022687214176829,8553.020934596658,92.4825439453125
1032,2020-04-21,Centro-Oeste,Distrito Federal,881,9,24,TRAIN,880.0214,881,0.97857666015625,0.11107567084633939,0.9576122798025608,0.97857666015625
1033,2020-04-21,Centro-Oeste,Goiíçs,421,18,19,TRAIN,410.14917,421,10.850830078125,2.577394317844418,117.7405133843422,10.850830078125
1034,2020-04-21,Centro-Oeste,Mato Grosso,181,0,6,TRAIN,131.81508,181,49.18492126464844,27.173989648977038,2419.156479809666,49.18492126464844
1035,2020-04-21,Centro-Oeste,Mato Grosso do Sul,173,2,6,TRAIN,90.90735,173,82.0926513671875,47.452399634212426,6739.203408494592,82.0926513671875
1036,2020-04-21,Nordeste,Alagoas,210,39,19,TRAIN,275.60504,210,65.60504150390625,31.240495954241073,4304.021470729262,65.60504150390625
1037,2020-04-21,Nordeste,Bahia,1489,148,47,TRAIN,1514.6747,1489,25.6746826171875,1.7242903033705508,659.18932749331,25.6746826171875
1038,2020-04-21,Nordeste,Cearíç,3716,234,215,TRAIN,3794.743,3716,78.742919921875,2.1190236792754304,6200.447437822819,78.742919921875
1039,2020-04-21,Nordeste,Maranhí£o,1396,76,60,TRAIN,1248.5658,1396,147.4342041015625,10.561189405556053,21736.84453906119,147.4342041015625
1040,2020-04-21,Nordeste,Paraí_ba,263,18,33,TRAIN,229.7489,263,33.2510986328125,12.643003282438213,1105.6355602890253,33.2510986328125
1041,2020-04-21,Nordeste,Pernambuco,2908,218,260,TRAIN,2446.209,2908,461.791015625,15.880021170048144,213250.942111969,461.791015625
1042,2020-04-21,Nordeste,Piauí_,186,28,14,TRAIN,1070.5718,186,884.57177734375,475.5762243783602,782467.2292730808,884.57177734375
1043,2020-04-21,Nordeste,Rio Grande do Norte,608,13,28,TRAIN,453.51086,608,154.4891357421875,25.409397326017682,23866.893062368035,154.4891357421875
1044,2020-04-21,Nordeste,Sergipe,92,6,5,TRAIN,27.164812,92,64.8351879119873,70.47303033911663,4203.601591582705,64.8351879119873
1045,2020-04-21,Norte,Acre,195,19,8,TRAIN,65.168015,195,129.8319854736328,66.58050537109375,16856.3444520256,129.8319854736328
