,date,region,state,cases,newCases,deaths,ML_TYPE,Y_PREDICTED,Y_ORIGINAL,ABS_ERROR,ABS_PERCENT_ERROR,SQUARED_ERROR,ROOT_SQUARED_ERROR
345,2020-03-26,Norte,Amazonas,67,13,1,TRAIN,-11.503874,67,78.50387382507324,117.16996093294513,6162.85820554302,78.50387382507324
346,2020-03-26,Norte,Paríç,13,6,0,TRAIN,80.86517,13,67.86517333984375,522.039794921875,4605.681752447039,67.86517333984375
347,2020-03-26,Norte,RondíÇnia,5,0,0,TRAIN,24.684465,5,19.684465408325195,393.6893081665039,387.4781784115512,19.684465408325195
348,2020-03-26,Norte,Roraima,8,0,0,TRAIN,31.176256,8,23.17625617980957,289.70320224761963,537.1388505121613,23.17625617980957
349,2020-03-26,Norte,Tocantins,7,0,0,TRAIN,-31.950964,7,38.95096397399902,556.4423424857004,1517.1775945037698,38.95096397399902
350,2020-03-26,Sudeste,Espí_rito Santo,39,0,0,TRAIN,-18.826788,39,57.8267879486084,148.27381525284204,3343.9374044533215,57.8267879486084
351,2020-03-26,Sudeste,Minas Gerais,153,20,0,TRAIN,107.32649,153,45.67350769042969,29.851965810738356,2086.06930474774,45.67350769042969
352,2020-03-26,Sudeste,Rio de Janeiro,421,51,9,TRAIN,449.664,421,28.66400146484375,6.808551416827494,821.6249799765646,28.66400146484375
353,2020-03-26,Sudeste,Sí£o Paulo,1052,190,58,TRAIN,1071.6456,1052,19.6456298828125,1.8674553120544202,385.9507734924555,19.6456298828125
354,2020-03-26,Sul,Paraníç,102,21,0,TRAIN,8.473734,102,93.52626609802246,91.69241774315928,8747.162450238106,93.52626609802246
355,2020-03-26,Sul,Rio Grande do Sul,168,45,1,TRAIN,129.4709,168,38.52909851074219,22.93398720877511,1484.4914320504759,38.52909851074219
356,2020-03-26,Sul,Santa Catarina,122,13,1,TRAIN,109.15524,122,12.844757080078125,10.528489409900102,164.98778444621712,12.844757080078125
357,2020-03-27,Centro-Oeste,Distrito Federal,230,30,0,TRAIN,228.20314,230,1.7968597412109375,0.7812433657438859,3.2287049295846373,1.7968597412109375
358,2020-03-27,Centro-Oeste,Goiíçs,49,10,1,TRAIN,9.587366,49,39.41263389587402,80.43394672627352,1553.355710610198,39.41263389587402
359,2020-03-27,Centro-Oeste,Mato Grosso,11,0,0,TRAIN,-5.224493,11,16.2244930267334,147.4953911521218,263.2341739745207,16.2244930267334
360,2020-03-27,Centro-Oeste,Mato Grosso do Sul,28,3,0,TRAIN,-6.2651196,28,34.265119552612305,122.37542697361538,1174.098417954814,34.265119552612305
361,2020-03-27,Nordeste,Alagoas,11,0,0,TRAIN,-10.7175045,11,21.717504501342773,197.43185910311612,471.6500017658436,21.717504501342773
362,2020-03-27,Nordeste,Bahia,115,11,0,TRAIN,112.12724,115,2.8727569580078125,2.498049528702446,8.2527325397823,2.8727569580078125
363,2020-03-27,Nordeste,Cearíç,282,47,3,TRAIN,253.15718,282,28.842819213867188,10.227950075839429,831.9082202038262,28.842819213867188
364,2020-03-27,Nordeste,Maranhí£o,13,3,0,TRAIN,-13.655226,13,26.65522575378418,205.04019810603216,710.5010599851994,26.65522575378418
365,2020-03-27,Nordeste,Paraí_ba,9,4,0,TRAIN,-120.74798,9,129.74797821044922,1441.6442023383247,16834.537849699205,129.74797821044922
366,2020-03-27,Nordeste,Pernambuco,56,8,4,TRAIN,20.022951,56,35.97704887390137,64.24473013196673,1294.3480456750876,35.97704887390137
367,2020-03-27,Nordeste,Piauí_,9,0,0,TRAIN,17.177591,9,8.177591323852539,90.86212582058377,66.87299985994832,8.177591323852539
368,2020-03-27,Nordeste,Rio Grande do Norte,28,9,0,TRAIN,13.643095,28,14.356904983520508,51.27466065543039,206.120720705836,14.356904983520508
369,2020-03-27,Nordeste,Sergipe,16,0,0,TRAIN,-5.8599606,16,21.859960556030273,136.6247534751892,477.8578755111994,21.859960556030273
370,2020-03-27,Norte,Acre,25,1,0,TRAIN,-10.821951,25,35.821950912475586,143.28780364990234,1283.2121671758105,35.821950912475586
371,2020-03-27,Norte,Amapíç,2,0,0,TRAIN,-10.710844,2,12.710844039916992,635.5422019958496,161.56555620709332,12.710844039916992
372,2020-03-27,Norte,Amazonas,81,14,1,TRAIN,-10.120077,81,91.12007713317871,112.49392238664038,8302.868456756438,91.12007713317871
373,2020-03-27,Norte,Paríç,13,0,0,TRAIN,83.18161,13,70.18161010742188,539.8585392878606,4925.45839727018,70.18161010742188
374,2020-03-27,Norte,RondíÇnia,6,1,0,TRAIN,43.16478,6,37.16477966308594,619.4129943847656,1381.220847405726,37.16477966308594
375,2020-03-27,Norte,Roraima,10,2,0,TRAIN,45.35195,10,35.351951599121094,353.51951599121094,1249.7604818666005,35.351951599121094
376,2020-03-27,Norte,Tocantins,8,1,0,TRAIN,-35.91636,8,43.916358947753906,548.9544868469238,1928.6465832279646,43.916358947753906
377,2020-03-27,Sudeste,Espí_rito Santo,47,8,0,TRAIN,-17.306547,47,64.30654716491699,136.82244077641914,4135.332008273694,64.30654716491699
378,2020-03-27,Sudeste,Minas Gerais,189,36,0,TRAIN,133.12161,189,55.878387451171875,29.565284365699405,3122.3941841432825,55.878387451171875
379,2020-03-27,Sudeste,Rio de Janeiro,493,72,10,TRAIN,526.44574,493,33.44573974609375,6.784125709146806,1118.6175071634352,33.44573974609375
380,2020-03-27,Sudeste,Sí£o Paulo,1223,171,68,TRAIN,1192.5023,1223,30.4976806640625,2.4936778956715044,930.1085258871317,30.4976806640625
381,2020-03-27,Sul,Paraníç,119,17,2,TRAIN,27.372576,119,91.6274242401123,76.99783549589269,8395.58487287752,91.6274242401123
382,2020-03-27,Sul,Rio Grande do Sul,195,27,2,TRAIN,152.5185,195,42.48150634765625,21.78538787059295,1804.6783815659583,42.48150634765625
383,2020-03-27,Sul,Santa Catarina,149,27,1,TRAIN,129.38367,149,19.6163330078125,13.165324166317115,384.8005206733942,19.6163330078125
384,2020-03-28,Centro-Oeste,Distrito Federal,260,30,0,TRAIN,245.61176,260,14.38824462890625,5.533940241887019,207.02158350124955,14.38824462890625
385,2020-03-28,Centro-Oeste,Goiíçs,56,7,1,TRAIN,12.240015,56,43.75998497009277,78.1428303037371,1914.9362845827454,43.75998497009277
386,2020-03-28,Centro-Oeste,Mato Grosso,13,2,0,TRAIN,-4.1401424,13,17.1401424407959,131.84724954458383,293.7844828907728,17.1401424407959
387,2020-03-28,Centro-Oeste,Mato Grosso do Sul,31,3,0,TRAIN,-5.1086483,31,36.1086483001709,116.47951064571258,1303.8344820654347,36.1086483001709
388,2020-03-28,Nordeste,Alagoas,14,3,0,TRAIN,-7.442457,14,21.44245719909668,153.16040856497628,459.778970735093,21.44245719909668
389,2020-03-28,Nordeste,Bahia,127,12,0,TRAIN,128.15207,127,1.152069091796875,0.9071410171628937,1.3272631922736764,1.152069091796875
390,2020-03-28,Nordeste,Cearíç,314,32,4,TRAIN,295.386,314,18.614013671875,5.928029831807325,346.4815049767494,18.614013671875
391,2020-03-28,Nordeste,Maranhí£o,14,1,0,TRAIN,-0.2722912,14,14.272291213274002,101.94493723767144,203.69829647649829,14.272291213274002
392,2020-03-28,Nordeste,Paraí_ba,14,5,0,TRAIN,-126.66773,14,140.66773223876953,1004.7695159912109,19787.41089319816,140.66773223876953
393,2020-03-28,Nordeste,Pernambuco,68,12,5,TRAIN,23.051775,68,44.948225021362305,66.10033091376809,2020.3429325710204,44.948225021362305
394,2020-03-28,Nordeste,Piauí_,11,2,1,TRAIN,20.450686,11,9.450685501098633,85.9153227372603,89.31545644067592,9.450685501098633
395,2020-03-28,Nordeste,Rio Grande do Norte,45,17,0,TRAIN,16.573442,45,28.426557540893555,63.170127868652344,808.0691736257322,28.426557540893555
396,2020-03-28,Nordeste,Sergipe,16,0,0,TRAIN,-4.5378094,16,20.537809371948242,128.3613085746765,421.80161379848505,20.537809371948242
397,2020-03-28,Norte,Acre,25,0,0,TRAIN,-9.865652,25,34.865652084350586,139.46260833740234,1215.6136952669804,34.865652084350586
398,2020-03-28,Norte,Amapíç,4,2,0,TRAIN,-9.476294,4,13.476293563842773,336.90733909606934,181.61048821887016,13.476293563842773
399,2020-03-28,Norte,Amazonas,111,30,1,TRAIN,-8.414862,111,119.41486167907715,107.58095646763707,14259.909189833128,119.41486167907715
400,2020-03-28,Norte,Paríç,17,4,0,TRAIN,85.4984,17,68.49839782714844,402.9317519244026,4692.030504886294,68.49839782714844
401,2020-03-28,Norte,RondíÇnia,6,0,0,TRAIN,63.84926,6,57.84925842285156,964.154307047526,3346.5367000738624,57.84925842285156
402,2020-03-28,Norte,Roraima,12,2,0,TRAIN,59.52762,12,47.527618408203125,396.06348673502606,2258.8745115557685,47.527618408203125
403,2020-03-28,Norte,Tocantins,9,1,0,TRAIN,-39.88143,9,48.881431579589844,543.1270175509983,2389.3943532701232,48.881431579589844
404,2020-03-28,Sudeste,Espí_rito Santo,53,6,0,TRAIN,-15.327536,53,68.32753562927246,128.9198785457971,4668.652125169498,68.32753562927246
405,2020-03-28,Sudeste,Minas Gerais,205,16,0,TRAIN,158.91692,205,46.08308410644531,22.47955322265625,2123.6506407617126,46.08308410644531
406,2020-03-28,Sudeste,Rio de Janeiro,558,65,13,TRAIN,601.4323,558,43.43231201171875,7.783568460881496,1886.3657266832888,43.43231201171875
407,2020-03-28,Sudeste,Sí£o Paulo,1406,183,84,TRAIN,1366.1602,1406,39.83984375,2.83355929943101,1587.213150024414,39.83984375
408,2020-03-28,Sul,Paraníç,133,14,2,TRAIN,46.272163,133,86.72783660888672,65.20889970592987,7521.717642857751,86.72783660888672
409,2020-03-28,Sul,Rio Grande do Sul,197,2,2,TRAIN,175.56723,197,21.432769775390625,10.879578566188135,459.3636202448979,21.432769775390625
410,2020-03-28,Sul,Santa Catarina,184,35,1,TRAIN,149.61182,184,34.38818359375,18.689230213994566,1182.5471708774567,34.38818359375
411,2020-03-29,Centro-Oeste,Distrito Federal,289,29,1,TRAIN,263.02084,289,25.979156494140625,8.989327506623054,674.916572147049,25.979156494140625
412,2020-03-29,Centro-Oeste,Goiíçs,58,2,1,TRAIN,14.891893,58,43.10810661315918,74.32432174682617,1858.3088557714982,43.10810661315918
413,2020-03-29,Centro-Oeste,Mato Grosso,16,3,0,TRAIN,-3.0556927,16,19.055692672729492,119.09807920455933,363.11942323751646,19.055692672729492
414,2020-03-29,Centro-Oeste,Mato Grosso do Sul,36,5,0,TRAIN,-3.952139,36,39.952138900756836,110.97816361321344,1596.1734027453676,39.952138900756836
415,2020-03-29,Nordeste,Alagoas,17,3,0,TRAIN,-4.1670437,17,21.167043685913086,124.51202168184169,448.04373840135304,21.167043685913086
416,2020-03-29,Nordeste,Bahia,154,27,1,TRAIN,144.17723,154,9.822769165039062,6.378421535739651,96.4867940696422,9.822769165039062
417,2020-03-29,Nordeste,Cearíç,348,34,5,TRAIN,338.02893,348,9.9710693359375,2.8652498091774423,99.4222237020731,9.9710693359375
418,2020-03-29,Nordeste,Maranhí£o,16,2,0,TRAIN,13.114687,16,2.885313034057617,18.033206462860107,8.325031304502772,2.885313034057617
419,2020-03-29,Nordeste,Paraí_ba,14,0,0,TRAIN,-127.10959,14,141.10958862304688,1007.9256330217634,19911.91600136552,141.10958862304688
420,2020-03-29,Nordeste,Pernambuco,73,5,5,TRAIN,29.378363,73,43.62163734436035,59.75566759501418,1902.8472446028936,43.62163734436035
421,2020-03-29,Nordeste,Piauí_,14,3,1,TRAIN,23.772482,14,9.772481918334961,69.80344227382115,95.50140284418376,9.772481918334961
422,2020-03-29,Nordeste,Rio Grande do Norte,68,23,1,TRAIN,19.868917,68,48.13108253479004,70.78100372763241,2316.6011059707707,48.13108253479004
423,2020-03-29,Nordeste,Sergipe,16,0,0,TRAIN,-3.2152996,16,19.215299606323242,120.09562253952026,369.22773896076615,19.215299606323242
424,2020-03-29,Norte,Acre,34,9,0,TRAIN,-8.909346,34,42.909345626831055,126.2039577259737,1841.2119421228454,42.909345626831055
425,2020-03-29,Norte,Amapíç,4,0,0,TRAIN,-7.765028,4,11.76502799987793,294.12569999694824,138.41588383791168,11.76502799987793
426,2020-03-29,Norte,Amazonas,140,29,1,TRAIN,-6.6404247,140,146.64042472839355,104.74316052028111,21503.414164523656,146.64042472839355
427,2020-03-29,Norte,Paríç,18,1,0,TRAIN,87.81511,18,69.81510925292969,387.8617180718316,4874.1494799985085,69.81510925292969
428,2020-03-29,Norte,RondíÇnia,6,0,0,TRAIN,69.95456,6,63.954559326171875,1065.9093221028645,4090.185658604838,63.954559326171875
429,2020-03-29,Norte,Roraima,16,4,0,TRAIN,68.07402,16,52.07402038574219,325.4626274108887,2711.703599134693,52.07402038574219
430,2020-03-29,Norte,Tocantins,9,0,0,TRAIN,-43.84655,9,52.84654998779297,587.1838887532552,2792.757845612301,52.84654998779297
431,2020-03-29,Sudeste,Espí_rito Santo,60,7,0,TRAIN,-13.348898,60,73.34889793395996,122.2481632232666,5380.060828126476,73.34889793395996
432,2020-03-29,Sudeste,Minas Gerais,231,26,0,TRAIN,184.71169,231,46.28831481933594,20.03823152352205,2142.608088813955,46.28831481933594
433,2020-03-29,Sudeste,Rio de Janeiro,600,42,17,TRAIN,670.1067,600,70.106689453125,11.6844482421875,4914.947906076908,70.106689453125
434,2020-03-29,Sudeste,Sí£o Paulo,1451,45,98,TRAIN,1564.3881,1451,113.3880615234375,7.814477017466403,12856.852496042848,113.3880615234375
435,2020-03-29,Sul,Paraníç,148,15,2,TRAIN,66.86296,148,81.13703918457031,54.82232377335832,6583.219127638498,81.13703918457031
436,2020-03-29,Sul,Rio Grande do Sul,226,29,2,TRAIN,198.61548,226,27.384521484375,12.117044904590708,749.912016928196,27.384521484375
437,2020-03-29,Sul,Santa Catarina,194,10,1,TRAIN,169.83997,194,24.1600341796875,12.4536258658183,583.7072515636683,24.1600341796875
438,2020-03-30,Centro-Oeste,Distrito Federal,312,23,1,TRAIN,281.1486,312,30.851409912109375,9.888272407727364,951.8094935650006,30.851409912109375
439,2020-03-30,Centro-Oeste,Goiíçs,61,3,1,TRAIN,17.504831,61,43.495168685913086,71.30355522280834,1891.8296990160343,43.495168685913086
440,2020-03-30,Centro-Oeste,Mato Grosso,18,2,0,TRAIN,-1.971323,18,19.971323013305664,110.9517945183648,398.85374290179243,19.971323013305664
441,2020-03-30,Centro-Oeste,Mato Grosso do Sul,44,8,0,TRAIN,-2.7957745,44,46.79577445983887,106.35403286327015,2189.8445072961076,46.79577445983887
442,2020-03-30,Nordeste,Alagoas,17,0,0,TRAIN,-0.89196587,17,17.891965866088867,105.24685803581687,320.12244255328915,17.891965866088867
443,2020-03-30,Nordeste,Bahia,176,22,1,TRAIN,171.54642,176,4.453582763671875,2.5304447520862925,19.834399432875216,4.453582763671875
444,2020-03-30,Nordeste,Cearíç,372,24,5,TRAIN,379.80768,372,7.80767822265625,2.0988382318968415,60.95983922854066,7.80767822265625
445,2020-03-30,Nordeste,Maranhí£o,23,7,1,TRAIN,26.557497,23,3.557497024536133,15.467378367548404,12.655785079583438,3.557497024536133
446,2020-03-30,Nordeste,Paraí_ba,15,1,0,TRAIN,-122.40686,15,137.4068603515625,916.0457356770834,18880.6452716738,137.4068603515625
447,2020-03-30,Nordeste,Pernambuco,78,5,6,TRAIN,55.393852,78,22.60614776611328,28.98224072578626,511.0379168233485,22.60614776611328
448,2020-03-30,Nordeste,Piauí_,16,2,3,TRAIN,27.094427,16,11.094427108764648,69.34016942977905,123.08631287169192,11.094427108764648
449,2020-03-30,Nordeste,Rio Grande do Norte,77,9,1,TRAIN,23.190832,77,53.80916786193848,69.88203618433569,2895.4265459942726,53.80916786193848
450,2020-03-30,Nordeste,Sergipe,16,0,0,TRAIN,-1.8934765,16,17.893476486206055,111.83422803878784,320.176500762409,17.893476486206055
451,2020-03-30,Norte,Acre,42,8,0,TRAIN,-7.784315,42,49.78431510925293,118.53408359345936,2478.4780308973895,49.78431510925293
452,2020-03-30,Norte,Amapíç,8,4,0,TRAIN,-6.0377483,8,14.037748336791992,175.4718542098999,197.05837836710634,14.037748336791992
453,2020-03-30,Norte,Amazonas,151,11,1,TRAIN,6.6990147,151,144.3009853363037,95.56356644788325,20822.77436902814,144.3009853363037
454,2020-03-30,Norte,Paríç,21,3,0,TRAIN,88.08818,21,67.08818054199219,319.467526390439,4500.823968434939,67.08818054199219
455,2020-03-30,Norte,RondíÇnia,6,0,0,TRAIN,76.060074,6,70.06007385253906,1167.6678975423176,4908.413948223228,70.06007385253906
456,2020-03-30,Norte,Roraima,16,0,0,TRAIN,71.305885,16,55.305885314941406,345.6617832183838,3058.7409504694515,55.305885314941406
457,2020-03-30,Norte,Tocantins,10,1,0,TRAIN,-47.812073,10,57.81207275390625,578.1207275390625,3342.2357561029494,57.81207275390625
458,2020-03-30,Sudeste,Espí_rito Santo,72,12,0,TRAIN,-11.369772,72,83.36977195739746,115.7913499408298,6950.518876228456,83.36977195739746
459,2020-03-30,Sudeste,Minas Gerais,261,30,1,TRAIN,210.50737,261,50.49263000488281,19.345835250912955,2549.505684809992,50.49263000488281
460,2020-03-30,Sudeste,Rio de Janeiro,657,57,18,TRAIN,750.05115,657,93.0511474609375,14.163036143217276,8658.516043797135,93.0511474609375
461,2020-03-30,Sudeste,Sí£o Paulo,1517,66,113,TRAIN,1872.1295,1517,355.1295166015625,23.409987910452372,126116.97356165946,355.1295166015625
462,2020-03-30,Sul,Paraníç,155,7,3,TRAIN,97.66,155,57.339996337890625,36.993546024445564,3287.8751800293103,57.339996337890625
463,2020-03-30,Sul,Rio Grande do Sul,241,15,3,TRAIN,221.6636,241,19.336395263671875,8.023400524345176,373.8961817929521,19.336395263671875
464,2020-03-30,Sul,Santa Catarina,197,3,1,TRAIN,190.06769,197,6.93231201171875,3.5189401074714466,48.05694982782006,6.93231201171875
465,2020-03-31,Centro-Oeste,Distrito Federal,332,20,3,TRAIN,302.14233,332,29.857666015625,8.99327289627259,891.4802199006081,29.857666015625
466,2020-03-31,Centro-Oeste,Goiíçs,65,4,1,TRAIN,21.437498,65,43.56250190734863,67.01923370361328,1897.6915724277533,43.56250190734863
467,2020-03-31,Centro-Oeste,Mato Grosso,25,7,0,TRAIN,-0.5449505,25,25.544950485229492,102.17980194091797,652.5444952928265,25.544950485229492
468,2020-03-31,Centro-Oeste,Mato Grosso do Sul,48,4,1,TRAIN,-1.6425266,48,49.642526626586914,103.42193047205608,2464.3804498713907,49.642526626586914
469,2020-03-31,Nordeste,Alagoas,18,1,1,TRAIN,2.3830433,18,15.61695671081543,86.76087061564128,243.88933690748308,15.61695671081543
470,2020-03-31,Nordeste,Bahia,213,37,2,TRAIN,202.14227,213,10.85772705078125,5.097524436986502,117.8902367092669,10.85772705078125
471,2020-03-31,Nordeste,Cearíç,390,18,7,TRAIN,421.36572,390,31.36572265625,8.042492988782051,983.8085577487946,31.36572265625
472,2020-03-31,Nordeste,Maranhí£o,31,8,1,TRAIN,40.0002,31,9.000198364257812,29.03289794921875,81.003570595989,9.000198364257812
473,2020-03-31,Nordeste,Paraí_ba,17,2,0,TRAIN,-92.6252,17,109.62519836425781,644.854108025046,12017.684116402874,109.62519836425781
474,2020-03-31,Nordeste,Pernambuco,87,9,6,TRAIN,85.9451,87,1.054901123046875,1.2125300264906609,1.112816379405558,1.054901123046875
475,2020-03-31,Nordeste,Piauí_,18,2,4,TRAIN,30.41783,18,12.417829513549805,68.98794174194336,154.20248982758858,12.417829513549805
476,2020-03-31,Nordeste,Rio Grande do Norte,82,5,1,TRAIN,26.512846,82,55.48715400695801,67.66726098409514,3078.824259791876,55.48715400695801
477,2020-03-31,Nordeste,Sergipe,19,3,0,TRAIN,-0.570982,19,19.570981979370117,103.0051683124743,383.02333563682987,19.570981979370117
478,2020-03-31,Norte,Acre,42,0,0,TRAIN,-6.249029,42,48.2490291595459,114.87864085606166,2327.9688148387104,48.2490291595459
479,2020-03-31,Norte,Amapíç,10,2,0,TRAIN,11.363222,10,1.3632221221923828,13.632221221923828,1.858374554434704,1.3632221221923828
480,2020-03-31,Norte,Amazonas,175,24,3,TRAIN,50.332985,175,124.6670150756836,71.23829432896206,15541.86464788072,124.6670150756836
481,2020-03-31,Norte,Paríç,32,11,0,TRAIN,87.166885,32,55.16688537597656,172.39651679992676,3043.3852420861367,55.16688537597656
482,2020-03-31,Norte,RondíÇnia,8,2,1,TRAIN,73.885376,8,65.8853759765625,823.5671997070312,4340.882767572999,65.8853759765625
483,2020-03-31,Norte,Roraima,16,0,0,TRAIN,74.53732,16,58.537322998046875,365.85826873779297,3426.6181837776676,58.537322998046875
484,2020-03-31,Norte,Tocantins,11,1,0,TRAIN,-51.777092,11,62.77709197998047,570.7008361816406,3940.963277462928,62.77709197998047
485,2020-03-31,Sudeste,Espí_rito Santo,84,12,0,TRAIN,-9.390669,84,93.39066886901855,111.17936770121257,8721.817031802671,93.39066886901855
486,2020-03-31,Sudeste,Minas Gerais,275,14,2,TRAIN,236.30283,275,38.697174072265625,14.071699662642045,1497.471281179227,38.697174072265625
487,2020-03-31,Sudeste,Rio de Janeiro,708,51,23,TRAIN,835.90704,708,127.90704345703125,18.065966589976167,16360.21176591888,127.90704345703125
488,2020-03-31,Sudeste,Sí£o Paulo,2339,822,136,TRAIN,2326.0403,2339,12.959716796875,0.5540708335560068,167.954259455204,12.959716796875
489,2020-03-31,Sul,Paraníç,179,24,3,TRAIN,128.457,179,50.542999267578125,28.236312439987778,2554.594774962403,50.542999267578125
490,2020-03-31,Sul,Rio Grande do Sul,274,33,4,TRAIN,252.0322,274,21.967803955078125,8.017446698933622,482.5844106087461,21.967803955078125
491,2020-03-31,Sul,Santa Catarina,219,22,2,TRAIN,210.29657,219,8.70343017578125,3.9741690300371006,75.74969682469964,8.70343017578125
492,2020-04-01,Centro-Oeste,Distrito Federal,355,23,3,TRAIN,321.30157,355,33.69842529296875,9.49251416703345,1135.583867225796,33.69842529296875
493,2020-04-01,Centro-Oeste,Goiíçs,71,6,1,TRAIN,30.870409,71,40.12959098815918,56.52055068754814,1610.3840728769464,40.12959098815918
494,2020-04-01,Centro-Oeste,Mato Grosso,27,2,0,TRAIN,0.93234825,27,26.067651748657227,96.5468583283601,679.5224676892722,26.067651748657227
495,2020-04-01,Centro-Oeste,Mato Grosso do Sul,51,3,1,TRAIN,-0.055322677,51,51.05532267689705,100.10847583705304,2606.645973642078,51.05532267689705
496,2020-04-01,Nordeste,Alagoas,18,0,1,TRAIN,5.658739,18,12.34126091003418,68.562560611301,152.30672084953767,12.34126091003418
497,2020-04-01,Nordeste,Bahia,246,33,2,TRAIN,233.34026,246,12.659744262695312,5.146237505160697,160.26912479684688,12.659744262695312
498,2020-04-01,Nordeste,Cearíç,444,54,8,TRAIN,462.92358,444,18.923583984375,4.262068464949325,358.102030813694,18.923583984375
499,2020-04-01,Nordeste,Maranhí£o,52,21,1,TRAIN,53.443054,52,1.44305419921875,2.775104229266827,2.082405421882868,1.44305419921875
500,2020-04-01,Nordeste,Paraí_ba,20,3,1,TRAIN,-26.533323,20,46.53332328796387,232.66661643981934,2165.3501762221604,46.53332328796387
501,2020-04-01,Nordeste,Pernambuco,95,8,8,TRAIN,120.39842,95,25.398422241210938,26.73518130653783,645.0798523428384,25.398422241210938
502,2020-04-01,Nordeste,Piauí_,18,0,4,TRAIN,33.821175,18,15.821174621582031,87.89541456434462,250.30956640659133,15.821174621582031
503,2020-04-01,Nordeste,Rio Grande do Norte,92,10,2,TRAIN,29.315004,92,62.68499565124512,68.13586483830991,3929.4086797966193,62.68499565124512
504,2020-04-01,Nordeste,Sergipe,20,1,0,TRAIN,0.75130653,20,19.248693466186523,96.24346733093262,370.51220015521176,19.248693466186523
505,2020-04-01,Norte,Acre,43,1,0,TRAIN,-4.6610928,43,47.66109275817871,110.83975060041561,2271.579762903715,47.66109275817871
506,2020-04-01,Norte,Amapíç,11,1,0,TRAIN,54.99701,11,43.99700927734375,399.97281161221593,1935.736825350672,43.99700927734375
507,2020-04-01,Norte,Amazonas,200,25,3,TRAIN,93.96672,200,106.03327941894531,53.016639709472656,11243.056344336132,106.03327941894531
508,2020-04-01,Norte,Paríç,40,8,1,TRAIN,86.24591,40,46.24591064453125,115.61477661132812,2138.684251341969,46.24591064453125
509,2020-04-01,Norte,RondíÇnia,9,1,1,TRAIN,68.99213,9,59.99212646484375,666.5791829427084,3599.055237773806,59.99212646484375
510,2020-04-01,Norte,Roraima,22,6,0,TRAIN,77.76905,22,55.76905059814453,253.4956845370206,3110.187004618405,55.76905059814453
511,2020-04-01,Norte,Tocantins,12,1,0,TRAIN,-55.742638,12,67.74263763427734,564.5219802856445,4589.064953649009,67.74263763427734
512,2020-04-01,Sudeste,Espí_rito Santo,96,12,0,TRAIN,14.09469,96,81.90530967712402,85.31803091367085,6708.479753305586,81.90530967712402
513,2020-04-01,Sudeste,Minas Gerais,314,39,3,TRAIN,262.0982,314,51.90179443359375,16.529233896048964,2693.796265427023,51.90179443359375
514,2020-04-01,Sudeste,Rio de Janeiro,832,124,28,TRAIN,953.8227,832,121.82269287109375,14.642150585467999,14840.768498364836,121.82269287109375
515,2020-04-01,Sudeste,Sí£o Paulo,2981,642,164,TRAIN,2802.199,2981,178.801025390625,5.9980216501383765,31969.806680738926,178.801025390625
516,2020-04-01,Sul,Paraníç,224,45,3,TRAIN,159.25366,224,64.746337890625,28.904615129743302,4192.088270246983,64.746337890625
517,2020-04-01,Sul,Rio Grande do Sul,306,32,4,TRAIN,286.95947,306,19.04052734375,6.222394556781046,362.54168152809143,19.04052734375
518,2020-04-01,Sul,Santa Catarina,235,16,2,TRAIN,232.55493,235,2.445068359375,1.0404546210106382,5.978359282016754,2.445068359375
519,2020-04-02,Centro-Oeste,Distrito Federal,370,15,4,TRAIN,340.46082,370,29.5391845703125,7.983563397381757,872.5634250789881,29.5391845703125
520,2020-04-02,Centro-Oeste,Goiíçs,73,2,1,TRAIN,40.30324,73,32.69675827026367,44.790079822279004,1069.0780013840558,32.69675827026367
521,2020-04-02,Centro-Oeste,Mato Grosso,36,9,0,TRAIN,4.6262493,36,31.373750686645508,87.14930746290419,984.3122321477895,31.373750686645508
522,2020-04-02,Centro-Oeste,Mato Grosso do Sul,53,2,1,TRAIN,1.573103,53,51.426897048950195,97.03188122443433,2644.7257400833223,51.426897048950195
523,2020-04-02,Nordeste,Alagoas,18,0,1,TRAIN,8.933809,18,9.066190719604492,50.367726220024956,82.19581416424262,9.066190719604492
524,2020-04-02,Nordeste,Bahia,267,21,3,TRAIN,264.53925,267,2.46075439453125,0.921630859375,6.055312190204859,2.46075439453125
525,2020-04-02,Nordeste,Cearíç,550,106,20,TRAIN,538.60913,550,11.390869140625,2.071067116477273,129.75189977884293,11.390869140625
526,2020-04-02,Nordeste,Maranhí£o,71,19,1,TRAIN,66.88553,71,4.114471435546875,5.795030190911092,16.928875193931162,4.114471435546875
527,2020-04-02,Nordeste,Paraí_ba,21,1,1,TRAIN,42.52128,21,21.521278381347656,102.48227800641742,463.165423167462,21.521278381347656
528,2020-04-02,Nordeste,Pernambuco,106,11,9,TRAIN,157.05002,106,51.050018310546875,48.16039463259139,2606.104369507171,51.050018310546875
529,2020-04-02,Nordeste,Piauí_,19,1,4,TRAIN,53.3993,19,34.39929962158203,181.04894537674753,1183.3118144553737,34.39929962158203
530,2020-04-02,Nordeste,Rio Grande do Norte,105,13,2,TRAIN,31.969797,105,73.03020286560059,69.55257415771484,5333.410530590776,73.03020286560059
531,2020-04-02,Nordeste,Sergipe,23,3,2,TRAIN,2.072527,23,20.927473068237305,90.98901334016219,437.9591290217977,20.927473068237305
532,2020-04-02,Norte,Acre,43,0,0,TRAIN,22.355211,43,20.64478874206543,48.01113660945449,426.2073022045115,20.64478874206543
