date,region,state,cases,newCases,deaths
05/06/20,Nordeste,Paraí_ba,1493,132,92
05/07/20,Nordeste,Paraí_ba,1657,164,101
05/08/20,Nordeste,Paraí_ba,2031,374,114
05/09/20,Nordeste,Paraí_ba,2156,125,124
05/10/20,Nordeste,Paraí_ba,2341,185,135
05/11/20,Nordeste,Paraí_ba,2525,184,139
05/12/20,Nordeste,Paraí_ba,2777,252,154
05/13/20,Nordeste,Paraí_ba,3045,268,157
05/14/20,Nordeste,Paraí_ba,3361,316,160
03/12/20,Nordeste,Pernambuco,2,2,0
03/13/20,Nordeste,Pernambuco,2,0,0
03/14/20,Nordeste,Pernambuco,2,0,0
03/15/20,Nordeste,Pernambuco,2,0,0
03/16/20,Nordeste,Pernambuco,2,0,0
03/17/20,Nordeste,Pernambuco,16,14,0
03/18/20,Nordeste,Pernambuco,16,0,0
03/19/20,Nordeste,Pernambuco,28,12,0
03/20/20,Nordeste,Pernambuco,30,2,0
03/21/20,Nordeste,Pernambuco,30,0,0
03/22/20,Nordeste,Pernambuco,37,7,0
03/23/20,Nordeste,Pernambuco,42,5,0
03/24/20,Nordeste,Pernambuco,42,0,0
03/25/20,Nordeste,Pernambuco,46,4,1
03/26/20,Nordeste,Pernambuco,48,2,3
03/27/20,Nordeste,Pernambuco,56,8,4
03/28/20,Nordeste,Pernambuco,68,12,5
03/29/20,Nordeste,Pernambuco,73,5,5
03/30/20,Nordeste,Pernambuco,78,5,6
03/31/20,Nordeste,Pernambuco,87,9,6
04/01/20,Nordeste,Pernambuco,95,8,8
04/02/20,Nordeste,Pernambuco,106,11,9
04/03/20,Nordeste,Pernambuco,136,30,10
04/04/20,Nordeste,Pernambuco,176,40,14
04/05/20,Nordeste,Pernambuco,201,25,21
04/06/20,Nordeste,Pernambuco,223,22,30
04/07/20,Nordeste,Pernambuco,352,129,34
04/08/20,Nordeste,Pernambuco,401,49,46
04/09/20,Nordeste,Pernambuco,555,154,56
04/10/20,Nordeste,Pernambuco,684,129,65
04/11/20,Nordeste,Pernambuco,816,132,72
04/12/20,Nordeste,Pernambuco,960,144,85
04/13/20,Nordeste,Pernambuco,1154,194,102
04/14/20,Nordeste,Pernambuco,1284,130,115
04/15/20,Nordeste,Pernambuco,1484,200,143
04/16/20,Nordeste,Pernambuco,1683,199,160
04/17/20,Nordeste,Pernambuco,2006,323,186
04/18/20,Nordeste,Pernambuco,2193,187,205
04/19/20,Nordeste,Pernambuco,2459,266,216
04/20/20,Nordeste,Pernambuco,2690,231,234
04/21/20,Nordeste,Pernambuco,2908,218,260
04/22/20,Nordeste,Pernambuco,3298,390,282
04/23/20,Nordeste,Pernambuco,3519,221,312
04/24/20,Nordeste,Pernambuco,3999,480,352
04/25/20,Nordeste,Pernambuco,4507,508,381
04/26/20,Nordeste,Pernambuco,4898,391,415
04/27/20,Nordeste,Pernambuco,5358,460,450
04/28/20,Nordeste,Pernambuco,5724,366,508
04/29/20,Nordeste,Pernambuco,6194,470,538
04/30/20,Nordeste,Pernambuco,6876,682,565
05/01/20,Nordeste,Pernambuco,7334,458,603
05/02/20,Nordeste,Pernambuco,8145,811,628
05/03/20,Nordeste,Pernambuco,8643,498,652
05/04/20,Nordeste,Pernambuco,8863,220,691
05/05/20,Nordeste,Pernambuco,9325,462,749
05/06/20,Nordeste,Pernambuco,9881,556,803
05/07/20,Nordeste,Pernambuco,10824,943,845
05/08/20,Nordeste,Pernambuco,11587,763,927
05/09/20,Nordeste,Pernambuco,12470,883,972
05/10/20,Nordeste,Pernambuco,13275,805,1047
05/11/20,Nordeste,Pernambuco,13768,493,1087
05/12/20,Nordeste,Pernambuco,14309,541,1157
05/13/20,Nordeste,Pernambuco,14901,592,1224
05/14/20,Nordeste,Pernambuco,15588,687,1298
03/20/20,Nordeste,Piauí_,3,3,0
03/21/20,Nordeste,Piauí_,4,1,0
03/22/20,Nordeste,Piauí_,4,0,0
03/23/20,Nordeste,Piauí_,6,2,0
03/24/20,Nordeste,Piauí_,6,0,0
03/25/20,Nordeste,Piauí_,8,2,0
03/26/20,Nordeste,Piauí_,9,1,0
03/27/20,Nordeste,Piauí_,9,0,0
03/28/20,Nordeste,Piauí_,11,2,1
03/29/20,Nordeste,Piauí_,14,3,1
03/30/20,Nordeste,Piauí_,16,2,3
03/31/20,Nordeste,Piauí_,18,2,4
04/01/20,Nordeste,Piauí_,18,0,4
04/02/20,Nordeste,Piauí_,19,1,4
04/03/20,Nordeste,Piauí_,21,2,4
04/04/20,Nordeste,Piauí_,22,1,4
04/05/20,Nordeste,Piauí_,23,1,4
04/06/20,Nordeste,Piauí_,23,0,4
04/07/20,Nordeste,Piauí_,28,5,4
04/08/20,Nordeste,Piauí_,31,3,5
04/09/20,Nordeste,Piauí_,38,7,6
04/10/20,Nordeste,Piauí_,40,2,7
04/11/20,Nordeste,Piauí_,41,1,7
04/12/20,Nordeste,Piauí_,44,3,7
04/13/20,Nordeste,Piauí_,50,6,8
04/14/20,Nordeste,Piauí_,58,8,8
04/15/20,Nordeste,Piauí_,75,17,8
04/16/20,Nordeste,Piauí_,91,16,8
04/17/20,Nordeste,Piauí_,102,11,8
04/18/20,Nordeste,Piauí_,123,21,9
04/19/20,Nordeste,Piauí_,145,22,10
04/20/20,Nordeste,Piauí_,158,13,12
04/21/20,Nordeste,Piauí_,186,28,14
04/22/20,Nordeste,Piauí_,206,20,15
04/23/20,Nordeste,Piauí_,217,11,15
04/24/20,Nordeste,Piauí_,256,39,16
04/25/20,Nordeste,Piauí_,297,41,17
04/26/20,Nordeste,Piauí_,331,34,18
04/27/20,Nordeste,Piauí_,364,33,20
04/28/20,Nordeste,Piauí_,408,44,21
04/29/20,Nordeste,Piauí_,454,46,24
04/30/20,Nordeste,Piauí_,513,59,24
05/01/20,Nordeste,Piauí_,600,87,24
05/02/20,Nordeste,Piauí_,665,65,26
05/03/20,Nordeste,Piauí_,742,77,28
05/04/20,Nordeste,Piauí_,784,42,28
05/05/20,Nordeste,Piauí_,875,91,29
05/06/20,Nordeste,Piauí_,949,74,30
05/07/20,Nordeste,Piauí_,1051,102,35
05/08/20,Nordeste,Piauí_,1131,80,37
05/09/20,Nordeste,Piauí_,1233,102,38
05/10/20,Nordeste,Piauí_,1278,45,42
05/11/20,Nordeste,Piauí_,1332,54,45
05/12/20,Nordeste,Piauí_,1443,111,49
05/13/20,Nordeste,Piauí_,1612,169,57
05/14/20,Nordeste,Piauí_,1784,172,60
03/13/20,Nordeste,Rio Grande do Norte,1,1,0
03/14/20,Nordeste,Rio Grande do Norte,1,0,0
03/15/20,Nordeste,Rio Grande do Norte,1,0,0
03/16/20,Nordeste,Rio Grande do Norte,1,0,0
03/17/20,Nordeste,Rio Grande do Norte,1,0,0
03/18/20,Nordeste,Rio Grande do Norte,1,0,0
03/19/20,Nordeste,Rio Grande do Norte,1,0,0
03/20/20,Nordeste,Rio Grande do Norte,1,0,0
03/21/20,Nordeste,Rio Grande do Norte,6,5,0
03/22/20,Nordeste,Rio Grande do Norte,9,3,0
03/23/20,Nordeste,Rio Grande do Norte,13,4,0
03/24/20,Nordeste,Rio Grande do Norte,13,0,0
03/25/20,Nordeste,Rio Grande do Norte,14,1,0
03/26/20,Nordeste,Rio Grande do Norte,19,5,0
03/27/20,Nordeste,Rio Grande do Norte,28,9,0
03/28/20,Nordeste,Rio Grande do Norte,45,17,0
03/29/20,Nordeste,Rio Grande do Norte,68,23,1
03/30/20,Nordeste,Rio Grande do Norte,77,9,1
03/31/20,Nordeste,Rio Grande do Norte,82,5,1
04/01/20,Nordeste,Rio Grande do Norte,92,10,2
04/02/20,Nordeste,Rio Grande do Norte,105,13,2
04/03/20,Nordeste,Rio Grande do Norte,176,71,4
04/04/20,Nordeste,Rio Grande do Norte,212,36,5
04/05/20,Nordeste,Rio Grande do Norte,242,30,7
04/06/20,Nordeste,Rio Grande do Norte,246,4,7
04/07/20,Nordeste,Rio Grande do Norte,254,8,8
04/08/20,Nordeste,Rio Grande do Norte,261,7,11
04/09/20,Nordeste,Rio Grande do Norte,261,0,11
04/10/20,Nordeste,Rio Grande do Norte,263,2,11
04/11/20,Nordeste,Rio Grande do Norte,289,26,13
04/12/20,Nordeste,Rio Grande do Norte,302,13,15
04/13/20,Nordeste,Rio Grande do Norte,339,37,17
04/14/20,Nordeste,Rio Grande do Norte,376,37,18
04/15/20,Nordeste,Rio Grande do Norte,399,23,19
04/16/20,Nordeste,Rio Grande do Norte,400,1,20
04/17/20,Nordeste,Rio Grande do Norte,463,63,23
04/18/20,Nordeste,Rio Grande do Norte,516,53,24
04/19/20,Nordeste,Rio Grande do Norte,531,15,25
04/20/20,Nordeste,Rio Grande do Norte,595,64,27
04/21/20,Nordeste,Rio Grande do Norte,608,13,28
04/22/20,Nordeste,Rio Grande do Norte,646,38,29
04/23/20,Nordeste,Rio Grande do Norte,708,62,34
04/24/20,Nordeste,Rio Grande do Norte,754,46,38
04/25/20,Nordeste,Rio Grande do Norte,781,27,40
04/26/20,Nordeste,Rio Grande do Norte,825,44,44
04/27/20,Nordeste,Rio Grande do Norte,832,7,45
04/28/20,Nordeste,Rio Grande do Norte,857,25,48
04/29/20,Nordeste,Rio Grande do Norte,1086,229,53
04/30/20,Nordeste,Rio Grande do Norte,1177,91,56
05/01/20,Nordeste,Rio Grande do Norte,1297,120,56
05/02/20,Nordeste,Rio Grande do Norte,1366,69,59
05/03/20,Nordeste,Rio Grande do Norte,1392,26,61
05/04/20,Nordeste,Rio Grande do Norte,1421,29,62
05/05/20,Nordeste,Rio Grande do Norte,1536,115,68
05/06/20,Nordeste,Rio Grande do Norte,1574,38,72
05/07/20,Nordeste,Rio Grande do Norte,1739,165,76
05/08/20,Nordeste,Rio Grande do Norte,1821,82,81
05/09/20,Nordeste,Rio Grande do Norte,1919,98,87
05/10/20,Nordeste,Rio Grande do Norte,1928,9,88
05/11/20,Nordeste,Rio Grande do Norte,1989,61,92
05/12/20,Nordeste,Rio Grande do Norte,2033,44,93
05/13/20,Nordeste,Rio Grande do Norte,2367,334,105
05/14/20,Nordeste,Rio Grande do Norte,2537,170,117
03/15/20,Nordeste,Sergipe,1,1,0
03/16/20,Nordeste,Sergipe,1,0,0
03/17/20,Nordeste,Sergipe,4,3,0
03/18/20,Nordeste,Sergipe,5,1,0
03/19/20,Nordeste,Sergipe,6,1,0
03/20/20,Nordeste,Sergipe,6,0,0
03/21/20,Nordeste,Sergipe,10,4,0
03/22/20,Nordeste,Sergipe,10,0,0
03/23/20,Nordeste,Sergipe,10,0,0
03/24/20,Nordeste,Sergipe,15,5,0
03/25/20,Nordeste,Sergipe,16,1,0
03/26/20,Nordeste,Sergipe,16,0,0
03/27/20,Nordeste,Sergipe,16,0,0
03/28/20,Nordeste,Sergipe,16,0,0
03/29/20,Nordeste,Sergipe,16,0,0
03/30/20,Nordeste,Sergipe,16,0,0
03/31/20,Nordeste,Sergipe,19,3,0
04/01/20,Nordeste,Sergipe,20,1,0
04/02/20,Nordeste,Sergipe,23,3,2
04/03/20,Nordeste,Sergipe,25,2,2
04/04/20,Nordeste,Sergipe,27,2,2
04/05/20,Nordeste,Sergipe,32,5,3
04/06/20,Nordeste,Sergipe,32,0,4
04/07/20,Nordeste,Sergipe,36,4,4
04/08/20,Nordeste,Sergipe,36,0,4
04/09/20,Nordeste,Sergipe,39,3,4
04/10/20,Nordeste,Sergipe,42,3,4
04/11/20,Nordeste,Sergipe,42,0,4
04/12/20,Nordeste,Sergipe,44,2,4
04/13/20,Nordeste,Sergipe,44,0,4
04/14/20,Nordeste,Sergipe,45,1,4
04/15/20,Nordeste,Sergipe,46,1,4
04/16/20,Nordeste,Sergipe,48,2,4
04/17/20,Nordeste,Sergipe,53,5,4
04/18/20,Nordeste,Sergipe,71,18,5
04/19/20,Nordeste,Sergipe,83,12,5
04/20/20,Nordeste,Sergipe,86,3,5
04/21/20,Nordeste,Sergipe,92,6,5
04/22/20,Nordeste,Sergipe,117,25,7
04/23/20,Nordeste,Sergipe,124,7,8
04/24/20,Nordeste,Sergipe,144,20,8
04/25/20,Nordeste,Sergipe,153,9,9
04/26/20,Nordeste,Sergipe,159,6,9
04/27/20,Nordeste,Sergipe,197,38,10
04/28/20,Nordeste,Sergipe,280,83,11
04/29/20,Nordeste,Sergipe,337,57,12
04/30/20,Nordeste,Sergipe,447,110,12
05/01/20,Nordeste,Sergipe,517,70,14
05/02/20,Nordeste,Sergipe,601,84,14
05/03/20,Nordeste,Sergipe,730,129,14
05/04/20,Nordeste,Sergipe,772,42,17
05/05/20,Nordeste,Sergipe,898,126,21
05/06/20,Nordeste,Sergipe,998,100,23
05/07/20,Nordeste,Sergipe,1214,216,25
05/08/20,Nordeste,Sergipe,1438,224,28
05/09/20,Nordeste,Sergipe,1588,150,33
05/10/20,Nordeste,Sergipe,1771,183,34
05/11/20,Nordeste,Sergipe,1800,29,37
05/12/20,Nordeste,Sergipe,2032,232,37
05/13/20,Nordeste,Sergipe,2268,236,42
05/14/20,Nordeste,Sergipe,2494,226,47
03/19/20,Norte,Acre,3,3,0
03/20/20,Norte,Acre,7,4,0
03/21/20,Norte,Acre,9,2,0
03/22/20,Norte,Acre,11,2,0
03/23/20,Norte,Acre,11,0,0
03/24/20,Norte,Acre,17,6,0
03/25/20,Norte,Acre,23,6,0
03/26/20,Norte,Acre,24,1,0
03/27/20,Norte,Acre,25,1,0
03/28/20,Norte,Acre,25,0,0
03/29/20,Norte,Acre,34,9,0
03/30/20,Norte,Acre,42,8,0
03/31/20,Norte,Acre,42,0,0
04/01/20,Norte,Acre,43,1,0
04/02/20,Norte,Acre,43,0,0
04/03/20,Norte,Acre,46,3,0
04/04/20,Norte,Acre,46,0,0
04/05/20,Norte,Acre,48,2,0
04/06/20,Norte,Acre,50,2,0
04/07/20,Norte,Acre,50,0,1
04/08/20,Norte,Acre,54,4,2
04/09/20,Norte,Acre,62,8,2
04/10/20,Norte,Acre,70,8,2
04/11/20,Norte,Acre,72,2,2
04/12/20,Norte,Acre,77,5,2
04/13/20,Norte,Acre,90,13,3
04/14/20,Norte,Acre,99,9,3
04/15/20,Norte,Acre,101,2,3
04/16/20,Norte,Acre,110,9,5
04/17/20,Norte,Acre,135,25,5
04/18/20,Norte,Acre,142,7,5
04/19/20,Norte,Acre,163,21,6
04/20/20,Norte,Acre,176,13,8
04/21/20,Norte,Acre,195,19,8
04/22/20,Norte,Acre,214,19,8
04/23/20,Norte,Acre,227,13,10
04/24/20,Norte,Acre,234,7,11
04/25/20,Norte,Acre,258,24,11
04/26/20,Norte,Acre,279,21,11
04/27/20,Norte,Acre,279,0,14
04/28/20,Norte,Acre,311,32,16
04/29/20,Norte,Acre,354,43,17
04/30/20,Norte,Acre,404,50,19
05/01/20,Norte,Acre,486,82,19
05/02/20,Norte,Acre,553,67,21
05/03/20,Norte,Acre,657,104,24
05/04/20,Norte,Acre,733,76,28
05/05/20,Norte,Acre,817,84,29
05/06/20,Norte,Acre,943,126,33
05/07/20,Norte,Acre,1014,71,36
05/08/20,Norte,Acre,1177,163,38
05/09/20,Norte,Acre,1335,158,39
05/10/20,Norte,Acre,1447,112,41
05/11/20,Norte,Acre,1460,13,45
05/12/20,Norte,Acre,1590,130,51
05/13/20,Norte,Acre,1694,104,52
05/14/20,Norte,Acre,1740,46,55
03/20/20,Norte,Amapíç,1,1,0
03/21/20,Norte,Amapíç,1,0,0
03/22/20,Norte,Amapíç,1,0,0
03/23/20,Norte,Amapíç,1,0,0
03/24/20,Norte,Amapíç,1,0,0
03/25/20,Norte,Amapíç,1,0,0
03/26/20,Norte,Amapíç,2,1,0
03/27/20,Norte,Amapíç,2,0,0
03/28/20,Norte,Amapíç,4,2,0
03/29/20,Norte,Amapíç,4,0,0
03/30/20,Norte,Amapíç,8,4,0
03/31/20,Norte,Amapíç,10,2,0
04/01/20,Norte,Amapíç,11,1,0
04/02/20,Norte,Amapíç,11,0,0
04/03/20,Norte,Amapíç,19,8,0
04/04/20,Norte,Amapíç,28,9,1
04/05/20,Norte,Amapíç,29,1,2
04/06/20,Norte,Amapíç,34,5,2
04/07/20,Norte,Amapíç,48,14,2
04/08/20,Norte,Amapíç,107,59,2
04/09/20,Norte,Amapíç,128,21,2
04/10/20,Norte,Amapíç,166,38,2
04/11/20,Norte,Amapíç,193,27,3
04/12/20,Norte,Amapíç,230,37,5
04/13/20,Norte,Amapíç,242,12,5
04/14/20,Norte,Amapíç,307,65,6
04/15/20,Norte,Amapíç,334,27,7
04/16/20,Norte,Amapíç,362,28,9
04/17/20,Norte,Amapíç,370,8,10
04/18/20,Norte,Amapíç,393,23,10
04/19/20,Norte,Amapíç,416,23,11
04/20/20,Norte,Amapíç,433,17,13
04/21/20,Norte,Amapíç,457,24,13
04/22/20,Norte,Amapíç,479,22,14
04/23/20,Norte,Amapíç,548,69,16
04/24/20,Norte,Amapíç,633,85,18
04/25/20,Norte,Amapíç,685,52,19
04/26/20,Norte,Amapíç,798,113,21
04/27/20,Norte,Amapíç,842,44,26
04/28/20,Norte,Amapíç,918,76,28
04/29/20,Norte,Amapíç,1016,98,31
04/30/20,Norte,Amapíç,1080,64,34
05/01/20,Norte,Amapíç,1121,41,37
05/02/20,Norte,Amapíç,1187,66,40
05/03/20,Norte,Amapíç,1482,295,43
05/04/20,Norte,Amapíç,1733,251,49
05/05/20,Norte,Amapíç,1931,198,55
05/06/20,Norte,Amapíç,2046,115,56
05/07/20,Norte,Amapíç,2199,153,61
05/08/20,Norte,Amapíç,2322,123,66
05/09/20,Norte,Amapíç,2493,171,69
05/10/20,Norte,Amapíç,2613,120,72
05/11/20,Norte,Amapíç,2671,58,73
05/12/20,Norte,Amapíç,2910,239,86
05/13/20,Norte,Amapíç,3005,95,94
05/14/20,Norte,Amapíç,3428,423,101
03/15/20,Norte,Amazonas,1,1,0
03/16/20,Norte,Amazonas,1,0,0
03/17/20,Norte,Amazonas,1,0,0
03/18/20,Norte,Amazonas,1,0,0
03/19/20,Norte,Amazonas,3,2,0
03/20/20,Norte,Amazonas,3,0,0
03/21/20,Norte,Amazonas,11,8,0
03/22/20,Norte,Amazonas,26,15,0
03/23/20,Norte,Amazonas,32,6,0
03/24/20,Norte,Amazonas,47,15,0
03/25/20,Norte,Amazonas,54,7,1
03/26/20,Norte,Amazonas,67,13,1
03/27/20,Norte,Amazonas,81,14,1
03/28/20,Norte,Amazonas,111,30,1
03/29/20,Norte,Amazonas,140,29,1
03/30/20,Norte,Amazonas,151,11,1
03/31/20,Norte,Amazonas,175,24,3
04/01/20,Norte,Amazonas,200,25,3
04/02/20,Norte,Amazonas,229,29,3
04/03/20,Norte,Amazonas,260,31,7
04/04/20,Norte,Amazonas,311,51,12
04/05/20,Norte,Amazonas,417,106,14
04/06/20,Norte,Amazonas,532,115,19
04/07/20,Norte,Amazonas,636,104,23
04/08/20,Norte,Amazonas,804,168,30
04/09/20,Norte,Amazonas,899,95,40
04/10/20,Norte,Amazonas,981,82,50
04/11/20,Norte,Amazonas,1050,69,53
04/12/20,Norte,Amazonas,1206,156,62
04/13/20,Norte,Amazonas,1275,69,71
04/14/20,Norte,Amazonas,1484,209,90
04/15/20,Norte,Amazonas,1554,70,106
04/16/20,Norte,Amazonas,1719,165,124
04/17/20,Norte,Amazonas,1809,90,145
04/18/20,Norte,Amazonas,1897,88,161
04/19/20,Norte,Amazonas,2044,147,182
04/20/20,Norte,Amazonas,2160,116,185
04/21/20,Norte,Amazonas,2270,110,193
04/22/20,Norte,Amazonas,2479,209,207
04/23/20,Norte,Amazonas,2888,409,234
04/24/20,Norte,Amazonas,3194,306,255
04/25/20,Norte,Amazonas,3635,441,287
04/26/20,Norte,Amazonas,3833,198,304
04/27/20,Norte,Amazonas,3928,95,320
04/28/20,Norte,Amazonas,4337,409,351
04/29/20,Norte,Amazonas,4801,464,380
04/30/20,Norte,Amazonas,5254,453,425
05/01/20,Norte,Amazonas,5723,469,476
05/02/20,Norte,Amazonas,6062,339,501
05/03/20,Norte,Amazonas,6683,621,548
05/04/20,Norte,Amazonas,7242,559,584
05/05/20,Norte,Amazonas,8109,867,649
05/06/20,Norte,Amazonas,9243,1134,751
05/07/20,Norte,Amazonas,10099,856,806
05/08/20,Norte,Amazonas,10727,628,874
05/09/20,Norte,Amazonas,11925,1198,962
05/10/20,Norte,Amazonas,12599,674,1004
05/11/20,Norte,Amazonas,12919,320,1035
05/12/20,Norte,Amazonas,14168,1249,1098
05/13/20,Norte,Amazonas,15816,1648,1160
05/14/20,Norte,Amazonas,17181,1365,1235
03/19/20,Norte,Paríç,1,1,0
03/20/20,Norte,Paríç,2,1,0
03/21/20,Norte,Paríç,2,0,0
03/22/20,Norte,Paríç,4,2,0
03/23/20,Norte,Paríç,5,1,0
03/24/20,Norte,Paríç,5,0,0
03/25/20,Norte,Paríç,7,2,0
03/26/20,Norte,Paríç,13,6,0
03/27/20,Norte,Paríç,13,0,0
03/28/20,Norte,Paríç,17,4,0
03/29/20,Norte,Paríç,18,1,0
03/30/20,Norte,Paríç,21,3,0
03/31/20,Norte,Paríç,32,11,0
04/01/20,Norte,Paríç,40,8,1
04/02/20,Norte,Paríç,46,6,1
04/03/20,Norte,Paríç,50,4,1
04/04/20,Norte,Paríç,80,30,1
04/05/20,Norte,Paríç,86,6,1
04/06/20,Norte,Paríç,102,16,3
04/07/20,Norte,Paríç,138,36,5
04/08/20,Norte,Paríç,167,29,6
04/09/20,Norte,Paríç,168,1,7
04/10/20,Norte,Paríç,170,2,9
04/11/20,Norte,Paríç,217,47,10
04/12/20,Norte,Paríç,246,29,13
04/13/20,Norte,Paríç,270,24,15
04/14/20,Norte,Paríç,323,53,19
04/15/20,Norte,Paríç,384,61,21
04/16/20,Norte,Paríç,438,54,24
04/17/20,Norte,Paríç,557,119,26
04/18/20,Norte,Paríç,640,83,33
04/19/20,Norte,Paríç,685,45,34
04/20/20,Norte,Paríç,902,217,35
04/21/20,Norte,Paríç,1026,124,38
04/22/20,Norte,Paríç,1195,169,43
04/23/20,Norte,Paríç,1267,72,53
04/24/20,Norte,Paríç,1446,179,75
04/25/20,Norte,Paríç,1579,133,86
04/26/20,Norte,Paríç,1867,288,100
04/27/20,Norte,Paríç,2128,261,114
04/28/20,Norte,Paríç,2262,134,129
04/29/20,Norte,Paríç,2422,160,137
04/30/20,Norte,Paríç,2876,454,208
05/01/20,Norte,Paríç,3176,300,235
05/02/20,Norte,Paríç,3460,284,273
05/03/20,Norte,Paríç,3863,403,309
05/04/20,Norte,Paríç,4125,262,330
05/05/20,Norte,Paríç,4472,347,369
05/06/20,Norte,Paríç,5017,545,392
05/07/20,Norte,Paríç,5524,507,410
05/08/20,Norte,Paríç,6141,617,515
05/09/20,Norte,Paríç,6775,634,578
05/10/20,Norte,Paríç,7256,481,652
05/11/20,Norte,Paríç,7563,307,708
05/12/20,Norte,Paríç,8616,1053,864
05/13/20,Norte,Paríç,9618,1002,946
05/14/20,Norte,Paríç,10867,1249,1063
03/20/20,Norte,RondíÇnia,1,1,0
03/21/20,Norte,RondíÇnia,1,0,0
03/22/20,Norte,RondíÇnia,3,2,0
03/23/20,Norte,RondíÇnia,3,0,0
03/24/20,Norte,RondíÇnia,3,0,0
03/25/20,Norte,RondíÇnia,5,2,0
03/26/20,Norte,RondíÇnia,5,0,0
03/27/20,Norte,RondíÇnia,6,1,0
03/28/20,Norte,RondíÇnia,6,0,0
03/29/20,Norte,RondíÇnia,6,0,0
03/30/20,Norte,RondíÇnia,6,0,0
03/31/20,Norte,RondíÇnia,8,2,1
04/01/20,Norte,RondíÇnia,9,1,1
04/02/20,Norte,RondíÇnia,10,1,1
04/03/20,Norte,RondíÇnia,10,0,1
04/04/20,Norte,RondíÇnia,11,1,1
04/05/20,Norte,RondíÇnia,12,1,1
04/06/20,Norte,RondíÇnia,14,2,1
04/07/20,Norte,RondíÇnia,18,4,1
04/08/20,Norte,RondíÇnia,18,0,1
04/09/20,Norte,RondíÇnia,28,10,2
04/10/20,Norte,RondíÇnia,32,4,2
04/11/20,Norte,RondíÇnia,33,1,2
04/12/20,Norte,RondíÇnia,35,2,2
04/13/20,Norte,RondíÇnia,42,7,2
04/14/20,Norte,RondíÇnia,64,22,2
04/15/20,Norte,RondíÇnia,69,5,2
04/16/20,Norte,RondíÇnia,76,7,3
04/17/20,Norte,RondíÇnia,92,16,3
04/18/20,Norte,RondíÇnia,110,18,3
04/19/20,Norte,RondíÇnia,128,18,4
04/20/20,Norte,RondíÇnia,160,32,4
04/21/20,Norte,RondíÇnia,199,39,4
04/22/20,Norte,RondíÇnia,223,24,5
04/23/20,Norte,RondíÇnia,250,27,5
04/24/20,Norte,RondíÇnia,290,40,5
04/25/20,Norte,RondíÇnia,328,38,7
04/26/20,Norte,RondíÇnia,364,36,10
04/27/20,Norte,RondíÇnia,393,29,10
04/28/20,Norte,RondíÇnia,413,20,11
04/29/20,Norte,RondíÇnia,433,20,15
04/30/20,Norte,RondíÇnia,502,69,16
05/01/20,Norte,RondíÇnia,585,83,18
05/02/20,Norte,RondíÇnia,653,68,23
05/03/20,Norte,RondíÇnia,705,52,24
05/04/20,Norte,RondíÇnia,756,51,25
05/05/20,Norte,RondíÇnia,861,105,29
05/06/20,Norte,RondíÇnia,943,82,33
05/07/20,Norte,RondíÇnia,1098,155,37
05/08/20,Norte,RondíÇnia,1222,124,39
05/09/20,Norte,RondíÇnia,1263,41,41
05/10/20,Norte,RondíÇnia,1302,39,43
05/11/20,Norte,RondíÇnia,1396,94,47
05/12/20,Norte,RondíÇnia,1460,64,50
05/13/20,Norte,RondíÇnia,1612,152,50
05/14/20,Norte,RondíÇnia,1686,74,56
03/22/20,Norte,Roraima,2,2,0
03/23/20,Norte,Roraima,2,0,0
03/24/20,Norte,Roraima,2,0,0
03/25/20,Norte,Roraima,8,6,0
03/26/20,Norte,Roraima,8,0,0
03/27/20,Norte,Roraima,10,2,0
03/28/20,Norte,Roraima,12,2,0
03/29/20,Norte,Roraima,16,4,0
03/30/20,Norte,Roraima,16,0,0
03/31/20,Norte,Roraima,16,0,0
04/01/20,Norte,Roraima,22,6,0
04/02/20,Norte,Roraima,26,4,0
04/03/20,Norte,Roraima,30,4,0
04/04/20,Norte,Roraima,37,7,1
04/05/20,Norte,Roraima,42,5,1
04/06/20,Norte,Roraima,42,0,1
04/07/20,Norte,Roraima,42,0,1
04/08/20,Norte,Roraima,49,7,1
04/09/20,Norte,Roraima,52,3,1
04/10/20,Norte,Roraima,63,11,3
04/11/20,Norte,Roraima,75,12,3
04/12/20,Norte,Roraima,79,4,3
04/13/20,Norte,Roraima,83,4,3
04/14/20,Norte,Roraima,113,30,3
04/15/20,Norte,Roraima,114,1,3
04/16/20,Norte,Roraima,142,28,3
04/17/20,Norte,Roraima,164,22,3
04/18/20,Norte,Roraima,201,37,3
04/19/20,Norte,Roraima,222,21,3
04/20/20,Norte,Roraima,244,22,3
04/21/20,Norte,Roraima,247,3,3
04/22/20,Norte,Roraima,280,33,3
04/23/20,Norte,Roraima,297,17,3
04/24/20,Norte,Roraima,304,7,3
04/25/20,Norte,Roraima,345,41,3
04/26/20,Norte,Roraima,401,56,4
04/27/20,Norte,Roraima,407,6,4
04/28/20,Norte,Roraima,425,18,6
04/29/20,Norte,Roraima,452,27,6
04/30/20,Norte,Roraima,519,67,7
05/01/20,Norte,Roraima,602,83,8
05/02/20,Norte,Roraima,668,66,9
05/03/20,Norte,Roraima,740,72,11
05/04/20,Norte,Roraima,806,66,11
05/05/20,Norte,Roraima,869,63,11
05/06/20,Norte,Roraima,932,63,13
05/07/20,Norte,Roraima,1020,88,14
05/08/20,Norte,Roraima,1124,104,16
05/09/20,Norte,Roraima,1202,78,18
05/10/20,Norte,Roraima,1290,88,21
05/11/20,Norte,Roraima,1295,5,24
